lote_interno,coste_componente_unitario,componente
2002-006,10.5,MAT037
2002-049,10.5,MAT037
2006-011,3.5,MAT037
2007-063,5.0,MAT037
2008-027,6.5,MAT037
2008-048,6.5,MAT037
2008-057,6.5,MAT037
2009-006,6.5,MAT037
2009-025,6.5,MAT037
2009-048,6.5,MAT037
2010-003,6.5,MAT037
2011-020,6.5,MAT037
2012-001,6.5,MAT037
2012-031,6.5,MAT037
2012-053,6.5,MAT037
2105-124,6.5,MAT037
2109-040,2.7,MAT037
2111-136,2.5,MAT037
2007-011,8.32,MAT037
1901-040,4.2,MAT038
1901-081,4.2,MAT038
1902-029,4.2,MAT038
1902-044,4.2,MAT038
1903-012,4.2,MAT038
1903-053,2.95,MAT038
1904-008,4.5,MAT038
1904-025,4.5,MAT038
1904-043,4.5,MAT038
1905-011,4.75,MAT038
1905-042,4.95,MAT038
1905-069,4.5,MAT038
1906-009,4.5,MAT038
1906-022,4.5,MAT038
1906-030,4.5,MAT038
1906-056,4.5,MAT038
1907-004,4.5,MAT038
1907-045,4.5,MAT038
1907-076,4.5,MAT038
1908-026,4.5,MAT038
1908-049,4.5,MAT038
1908-067,4.5,MAT038
1909-019,4.5,MAT038
1909-049,5.2,MAT038
1909-076,5.2,MAT038
1910-046,5.2,MAT038
1910-074,5.0,MAT038
1910-102,5.2,MAT038
1911-027,5.2,MAT038
1911-071,5.0,MAT038
1912-011,5.2,MAT038
1912-026,5.2,MAT038
2001-017,5.2,MAT038
2001-024,5.6,MAT038
2001-042,5.8,MAT038
2002-046,5.45,MAT038
2003-026,5.95,MAT038
2008-031,5.5,MAT038
2009-046,5.5,MAT038
2009-047,6.5,MAT038
2010-028,5.5,MAT038
2103-012,4.75,MAT038
2105-028,5.35,MAT038
2106-050,5.3,MAT038
2107-015,5.3,MAT038
2107-057,5.3,MAT038
2107-112,5.35,MAT038
2108-044,5.3,MAT038
2109-041,5.35,MAT038
2109-105,5.35,MAT038
2109-180,5.35,MAT038
2110-089,5.35,MAT038
2110-143,5.35,MAT038
2111-067,5.35,MAT038
2111-126,5.35,MAT038
2111-179,5.35,MAT038
2201-067,5.35,MAT038
2203-053,5.35,MAT038
2203-113,5.3,MAT038
2205-047,6.9,MAT038
2205-075,6.8,MAT038
2206-040,6.8,MAT038
2206-071,6.8,MAT038
2206-094,6.8,MAT038
2207-125,6.25,MAT038
2208-082,6.25,MAT038
2209-002,6.25,MAT038
2209-042,6.25,MAT038
2210-072,6.25,MAT038
2210-116,6.25,MAT038
2211-077,6.25,MAT038
2301-057,6.25,MAT038
2302-070,6.25,MAT038
2305-103,7.75,MAT038
2306-030,7.75,MAT038
2306-130,7.75,MAT038
2307-049,7.75,MAT038
2308-076,7.75,MAT038
2308-101,7.75,MAT038
2309-105,7.75,MAT038
2310-069,7.75,MAT038
2311-126,7.95,MAT038
2401-103,8.1,MAT038
2402-109,8.1,MAT038
2404-068,8.1,MAT038
2405-104,8.1,MAT038
2406-023,8.1,MAT038
2407-030,8.1,MAT038
2408-002,8.1,MAT038
2409-122,8.1,MAT038
2410-094,8.1,MAT038
2411-113,8.1,MAT038
2501-063,8.1,MAT038
2502-096,8.1,MAT038
2503-137,8.1,MAT038
1901-009,19.0,MAT039
1901-088,20.5,MAT039
1902-008,20.5,MAT039
1902-069,20.0,MAT039
1904-087,20.0,MAT039
1905-085,20.0,MAT039
1906-015,20.0,MAT039
1906-043,20.0,MAT039
1906-062,20.0,MAT039
1907-037,20.0,MAT039
1908-029,20.0,MAT039
1908-050,20.0,MAT039
1908-058,20.0,MAT039
1910-001,20.0,MAT039
1910-003,18.5,MAT039
1910-013,20.0,MAT039
1910-093,19.0,MAT039
1910-094,23.5,MAT039
1911-047,23.5,MAT039
1912-073,23.5,MAT039
2001-003,23.5,MAT039
2001-055,26.25,MAT039
2001-067,26.25,MAT039
2002-011,26.25,MAT039
2002-056,26.25,MAT039
2003-033,26.25,MAT039
2007-077,26.25,MAT039
2008-028,26.25,MAT039
2008-054,26.25,MAT039
2009-034,17.0,MAT039
2009-038,26.25,MAT039
2010-037,26.25,MAT039
2011-017,26.25,MAT039
2012-022,26.25,MAT039
2012-054,26.25,MAT039
2101-005,26.25,MAT039
2101-028,26.25,MAT039
2103-034,26.25,MAT039
2103-062,23.0,MAT039
2104-025,23.0,MAT039
2104-049,23.0,MAT039
2105-031,23.0,MAT039
2105-073,23.0,MAT039
2105-109,23.0,MAT039
2106-011,23.0,MAT039
2106-038,16.0,MAT039
2106-073,23.0,MAT039
2107-009,16.0,MAT039
2107-048,16.0,MAT039
2107-093,16.0,MAT039
2108-022,23.0,MAT039
2108-036,17.0,MAT039
2108-043,17.0,MAT039
2108-076,23.0,MAT039
2109-014,17.07,MAT039
2109-072,23.0,MAT039
2109-153,17.07,MAT039
2109-172,23.0,MAT039
2110-043,23.0,MAT039
2110-044,17.07,MAT039
2110-087,23.0,MAT039
2111-010,23.0,MAT039
2111-057,23.0,MAT039
2111-111,23.0,MAT039
2111-139,23.0,MAT039
2111-149,17.07,MAT039
2112-016,23.0,MAT039
2112-041,23.0,MAT039
2112-073,23.0,MAT039
2112-084,17.07,MAT039
2112-110,23.0,MAT039
2112-143,23.0,MAT039
2202-001,23.0,MAT039
2202-128,17.5,MAT039
2203-075,23.0,MAT039
2203-141,23.0,MAT039
2204-069,23.0,MAT039
2205-017,23.0,MAT039
2205-073,23.0,MAT039
2205-102,23.0,MAT039
2206-012,23.0,MAT039
2207-004,22.57,MAT039
2207-005,23.0,MAT039
2207-024,23.0,MAT039
2207-052,23.0,MAT039
2207-083,23.0,MAT039
2207-103,22.5,MAT039
2208-001,22.5,MAT039
2208-037,22.5,MAT039
2208-102,22.5,MAT039
2209-003,22.5,MAT039
2209-066,22.5,MAT039
2209-102,22.5,MAT039
2210-002,22.5,MAT039
2210-025,22.5,MAT039
2210-033,27.0,MAT039
2210-034,27.0,MAT039
2210-119,22.5,MAT039
2211-029,22.5,MAT039
2211-063,22.5,MAT039
2211-127,22.5,MAT039
2301-002,22.5,MAT039
2301-026,22.5,MAT039
2301-032,22.5,MAT039
2301-075,22.5,MAT039
2302-018,22.5,MAT039
2302-119,22.5,MAT039
1901-004,1.95,MAT040
1904-020,1.95,MAT040
1905-072,2.05,MAT040
1906-013,2.1,MAT040
1909-071,2.12,MAT040
1910-026,2.12,MAT040
1910-062,2.12,MAT040
1910-079,2.45,MAT040
1911-057,2.2,MAT040
1911-079,2.2,MAT040
1912-017,2.2,MAT040
2001-045,2.35,MAT040
2008-008,2.42,MAT040
2012-032,2.42,MAT040
2105-055,2.45,MAT040
2108-010,2.45,MAT040
2109-090,2.45,MAT040
2111-001,2.45,MAT040
2111-121,2.45,MAT040
2112-033,2.45,MAT040
2112-111,2.45,MAT040
2203-040,2.45,MAT040
2203-164,2.45,MAT040
2208-032,2.5,MAT040
2212-021,2.5,MAT040
2301-044,2.65,MAT040
2302-108,2.65,MAT040
2305-114,2.9,MAT040
2307-017,2.9,MAT040
2310-001,2.9,MAT040
2311-043,2.9,MAT040
2401-102,2.9,MAT040
2403-098,2.9,MAT040
2405-110,2.9,MAT040
2407-002,2.9,MAT040
2408-060,2.9,MAT040
2410-060,2.85,MAT040
2412-024,2.85,MAT040
2501-050,2.85,MAT040
2503-002,2.85,MAT040
1901-038,1.68,MAT041
1901-090,1.68,MAT041
1902-052,1.68,MAT041
1902-061,1.68,MAT041
1902-074,1.68,MAT041
1904-057,1.8,MAT041
1905-017,1.68,MAT041
1907-003,1.68,MAT041
1907-041,1.68,MAT041
1907-072,1.68,MAT041
1908-037,1.68,MAT041
1909-029,1.82,MAT041
1909-072,1.82,MAT041
1910-018,1.82,MAT041
1910-019,1.96,MAT041
1910-038,1.82,MAT041
1910-039,1.96,MAT041
1910-041,1.96,MAT041
1910-060,1.66,MAT041
1910-077,1.9,MAT041
1911-069,1.66,MAT041
1912-062,1.66,MAT041
2001-019,1.66,MAT041
2001-060,1.66,MAT041
2002-060,1.66,MAT041
2003-017,1.66,MAT041
2007-012,1.66,MAT041
2007-024,1.6,MAT041
2007-078,1.66,MAT041
2009-003,1.66,MAT041
2010-012,1.66,MAT041
2010-034,1.66,MAT041
2011-033,1.66,MAT041
2105-030,1.54,MAT041
2105-056,1.54,MAT041
2106-053,1.54,MAT041
2106-088,1.54,MAT041
2106-104,1.54,MAT041
2109-091,1.54,MAT041
2110-126,1.54,MAT041
2112-083,1.54,MAT041
2201-086,1.54,MAT041
2209-065,1.54,MAT041
2209-096,1.54,MAT041
2301-043,1.65,MAT041
2302-072,1.65,MAT041
2302-102,1.65,MAT041
2303-017,1.75,MAT041
2306-007,1.45,MAT041
2308-012,1.4,MAT041
2310-030,1.35,MAT041
2311-039,1.35,MAT041
2401-065,1.25,MAT041
2403-099,1.35,MAT041
2405-025,1.35,MAT041
2407-040,1.35,MAT041
2410-044,1.45,MAT041
2411-061,1.65,MAT041
2502-008,1.65,MAT041
2503-003,1.5,MAT041
1910-027,1.6263333333333334,MAT041
1901-051,4.1,MAT042
1902-021,3.8,MAT042
1902-048,3.8,MAT042
1902-076,3.8,MAT042
1903-035,3.8,MAT042
1904-023,3.8,MAT042
1904-074,3.8,MAT042
1906-014,3.8,MAT042
1906-029,3.8,MAT042
1906-069,3.8,MAT042
1908-004,3.8,MAT042
1909-030,3.5,MAT042
1909-051,3.5,MAT042
1910-031,3.8,MAT042
1911-048,3.8,MAT042
1912-028,3.8,MAT042
1912-040,4.85,MAT042
2001-016,3.98,MAT042
2001-046,3.98,MAT042
2001-058,3.65,MAT042
2002-057,4.15,MAT042
2003-040,4.4,MAT042
2008-010,3.9,MAT042
2010-043,3.45,MAT042
2012-059,3.45,MAT042
2104-032,3.6,MAT042
2104-059,5.1,MAT042
2106-010,3.6,MAT042
2107-050,3.6,MAT042
2107-099,3.8,MAT042
2109-104,3.95,MAT042
2110-025,4.15,MAT042
2110-095,4.15,MAT042
2111-177,4.65,MAT042
2202-040,4.0,MAT042
2204-078,5.5,MAT042
2205-127,5.3,MAT042
2209-006,5.3,MAT042
2210-001,5.4,MAT042
2211-020,5.4,MAT042
2212-067,5.9,MAT042
2301-059,6.0,MAT042
2302-069,6.0,MAT042
2305-084,6.2,MAT042
2306-069,7.15,MAT042
2307-009,5.7,MAT042
2310-077,5.7,MAT042
2311-105,5.7,MAT042
2312-041,5.7,MAT042
2401-027,5.7,MAT042
2402-107,5.7,MAT042
2405-005,5.7,MAT042
2406-026,5.7,MAT042
2407-130,5.7,MAT042
2409-128,5.7,MAT042
2501-081,5.7,MAT042
2502-065,5.67,MAT042
1902-011,2.2,MAT043
1903-032,2.2,MAT043
1905-041,2.4,MAT043
1906-010,2.4,MAT043
1906-049,2.4,MAT043
1906-061,2.4,MAT043
1908-033,1.65,MAT043
1909-031,2.4,MAT043
1909-047,2.4,MAT043
1909-086,2.5,MAT043
1904-027,3.8,MAT044
1908-070,3.8,MAT044
1909-033,3.8,MAT044
1911-088,4.66,MAT044
1901-072,3.781,MAT045
1902-068,3.781,MAT045
1903-031,2.558,MAT045
1903-048,2.3544,MAT045
1905-049,3.781,MAT045
1906-017,3.7818,MAT045
1907-071,3.7818,MAT045
1910-069,3.7818,MAT045
1910-100,3.7817,MAT045
1911-075,3.7818,MAT045
1911-097,3.7818,MAT045
1912-050,3.7818,MAT045
2002-062,3.7818,MAT045
2002-066,3.7818,MAT045
2003-022,2.43,MAT045
2007-079,2.43,MAT045
2010-007,2.43,MAT045
2011-069,2.43,MAT045
2012-033,2.43,MAT045
2103-024,3.1818,MAT045
2104-008,3.5114,MAT045
2104-035,3.5114,MAT045
2105-010,3.5114,MAT045
2105-071,3.5114,MAT045
2106-044,3.9659,MAT045
1902-003,4.85,MAT046
1902-019,4.95,MAT046
1902-064,4.95,MAT046
1903-004,4.95,MAT046
1904-064,4.95,MAT046
1909-066,4.95,MAT046
1910-108,4.95,MAT046
1911-005,4.95,MAT046
1911-032,4.95,MAT046
1912-072,4.95,MAT046
2001-008,4.95,MAT046
2001-009,5.09,MAT046
2001-041,4.95,MAT046
2003-023,2.6,MAT046
2008-041,2.6,MAT046
1901-052,5.8,MAT048
1901-073,5.8,MAT048
1902-026,5.8,MAT048
1902-047,5.8,MAT048
1902-066,5.8,MAT048
1902-077,5.85,MAT048
1903-021,5.8,MAT048
1904-013,5.8,MAT048
1904-014,5.8,MAT048
1904-052,5.8,MAT048
1904-073,5.8,MAT048
1905-012,5.5,MAT048
1905-033,5.4,MAT048
1905-065,5.5,MAT048
1905-080,5.2,MAT048
1906-006,5.4,MAT048
1906-026,5.1,MAT048
1908-003,4.0,MAT048
1908-012,5.3,MAT048
1909-064,5.4,MAT048
1909-084,5.4,MAT048
1910-005,4.0,MAT048
1910-025,5.4,MAT048
1910-059,5.5,MAT048
1910-087,5.6,MAT048
1910-111,5.45,MAT048
1912-009,5.65,MAT048
1912-039,5.75,MAT048
1912-063,5.75,MAT048
2001-032,5.65,MAT048
2002-005,5.65,MAT048
2002-044,5.65,MAT048
2003-018,5.6,MAT048
2003-041,5.6,MAT048
2007-035,4.55,MAT048
2008-007,4.55,MAT048
2012-041,4.45,MAT048
2104-031,4.5,MAT048
2106-051,4.9,MAT048
2107-040,4.9,MAT048
2107-100,5.15,MAT048
2108-029,5.15,MAT048
2108-055,5.15,MAT048
2109-016,5.35,MAT048
2109-109,5.3,MAT048
2110-003,5.3,MAT048
2110-144,5.85,MAT048
2111-012,5.25,MAT048
2111-050,5.25,MAT048
2111-141,5.6,MAT048
2112-017,6.3,MAT048
2112-085,6.4,MAT048
2112-162,6.0,MAT048
2201-094,6.0,MAT048
2202-098,6.5,MAT048
2202-150,6.6,MAT048
2203-007,6.5,MAT048
2203-060,6.9,MAT048
2203-137,6.75,MAT048
2204-005,6.75,MAT048
2204-011,6.75,MAT048
2204-016,6.75,MAT048
2204-080,6.75,MAT048
2205-011,6.75,MAT048
2205-068,6.75,MAT048
2205-110,7.85,MAT048
2206-005,7.1,MAT048
2206-021,7.1,MAT048
2206-091,7.1,MAT048
2206-113,7.1,MAT048
2207-048,7.1,MAT048
2208-017,7.1,MAT048
2208-088,6.8,MAT048
2208-116,7.1,MAT048
2209-075,7.1,MAT048
2209-095,7.1,MAT048
2210-043,7.2,MAT048
2210-104,7.1,MAT048
2210-125,7.1,MAT048
2210-126,7.2,MAT048
2211-126,7.1,MAT048
2212-064,7.1,MAT048
2301-062,7.25,MAT048
2302-031,7.3,MAT048
2303-047,7.2,MAT048
2305-063,6.75,MAT048
2305-132,6.75,MAT048
2306-029,6.75,MAT048
2307-108,6.3,MAT048
2309-052,6.3,MAT048
2311-030,6.3,MAT048
2311-109,6.3,MAT048
2401-066,6.3,MAT048
2403-061,6.2,MAT048
2404-055,6.2,MAT048
2404-056,6.2,MAT048
2405-062,7.0,MAT048
2406-059,7.0,MAT048
2407-047,6.3,MAT048
2410-082,7.4,MAT048
2410-098,6.9,MAT048
2412-095,7.1,MAT048
2412-096,7.1,MAT048
2501-076,7.45,MAT048
2501-109,7.45,MAT048
2503-028,8.0,MAT048
2503-044,8.0,MAT048
2503-158,8.65,MAT048
2412-017,6.19212962962963,MAT048
2412-018,6.19212962962963,MAT048
1901-032,3.15,MAT050
1902-038,3.15,MAT050
1902-058,3.15,MAT050
1902-073,3.15,MAT050
1904-068,3.15,MAT050
1910-021,2.7,MAT050
1910-055,2.5,MAT050
1910-086,1.9,MAT050
1910-110,1.7,MAT050
1911-009,1.5,MAT050
2005-020,2.37,MAT050
2008-053,2.37,MAT050
2104-021,2.37,MAT050
2109-063,2.37,MAT050
2203-118,2.37,MAT050
2205-033,2.37,MAT050
2206-052,2.37,MAT050
2212-011,2.5,MAT050
2304-088,2.38,MAT050
1905-044,4.964,MAT053
1909-055,1.4914,MAT054
1911-037,3.1,MAT054
1912-001,3.1,MAT054
2011-011,3.05,MAT054
2011-075,3.05,MAT054
2012-062,1.15,MAT054
2111-168,3.64,MAT054
1904-045,9.333,MAT055
1906-060,12.586,MAT055
1912-027,9.366,MAT055
2011-059,12.586,MAT055
2111-148,10.149,MAT055
2305-015,10.149,MAT055
2306-073,10.149,MAT055
2311-007,10.149,MAT055
2401-083,10.149,MAT055
2403-024,10.149,MAT055
2405-020,10.14,MAT055
2407-089,10.149,MAT055
2411-074,10.149,MAT055
2503-014,10.149,MAT055
2503-146,10.149,MAT055
1909-062,1.0272,MAT056
1910-113,1.165,MAT056
1911-090,1.165,MAT056
1912-078,1.027,MAT056
2003-011,0.7,MAT056
2003-042,1.2,MAT056
2004-022,1.2,MAT056
2005-023,0.7,MAT056
2007-053,0.7,MAT056
2011-016,0.7,MAT056
2011-076,0.7,MAT056
2012-002,0.7,MAT056
2012-018,0.7,MAT056
2012-021,0.7,MAT056
2012-030,0.7,MAT056
2012-036,0.7,MAT056
2012-037,0.7,MAT056
2012-050,0.7,MAT056
2012-051,0.7,MAT056
2012-056,0.7,MAT056
2012-058,0.7,MAT056
2101-009,0.7,MAT056
2102-008,0.65,MAT056
2102-034,0.65,MAT056
2102-054,0.65,MAT056
2102-060,0.65,MAT056
2103-033,0.65,MAT056
2104-050,0.65,MAT056
2105-060,0.65,MAT056
2105-093,0.65,MAT056
2106-008,0.65,MAT056
2106-054,0.65,MAT056
2106-094,0.65,MAT056
2107-031,0.65,MAT056
2108-023,0.65,MAT056
2108-084,0.65,MAT056
2108-100,0.65,MAT056
2109-038,0.65,MAT056
2109-107,0.65,MAT056
2110-013,0.65,MAT056
2110-094,0.65,MAT056
2111-053,0.65,MAT056
2111-162,0.65,MAT056
2111-163,0.65,MAT056
2112-047,0.65,MAT056
2112-132,0.65,MAT056
2112-133,0.65,MAT056
2112-166,0.65,MAT056
2201-016,0.65,MAT056
2201-065,0.65,MAT056
2202-047,0.65,MAT056
2202-130,0.65,MAT056
2203-050,0.65,MAT056
2204-033,0.65,MAT056
2204-082,0.65,MAT056
2205-083,0.65,MAT056
2205-126,0.65,MAT056
2206-033,0.65,MAT056
2207-041,0.65,MAT056
2207-105,0.65,MAT056
2208-042,0.65,MAT056
2208-103,0.65,MAT056
2209-030,0.72,MAT056
2210-009,0.72,MAT056
2210-074,0.72,MAT056
2211-061,0.72,MAT056
2211-071,0.72,MAT056
2212-013,0.72,MAT056
2212-014,0.72,MAT056
2212-030,0.72,MAT056
2212-068,0.72,MAT056
2212-078,0.72,MAT056
2301-007,0.72,MAT056
2302-026,0.72,MAT056
2303-006,0.85,MAT056
2303-064,0.85,MAT056
2303-093,0.85,MAT056
2304-042,0.85,MAT056
2304-097,0.85,MAT056
2305-056,0.85,MAT056
2306-043,0.85,MAT056
2306-098,0.99,MAT056
2307-007,0.99,MAT056
2307-067,0.99,MAT056
2308-022,0.99,MAT056
2308-100,0.99,MAT056
2309-079,0.99,MAT056
2310-060,0.99,MAT056
2310-106,0.99,MAT056
2311-067,0.99,MAT056
2311-082,0.99,MAT056
2311-083,0.99,MAT056
2311-091,0.99,MAT056
2312-036,0.99,MAT056
2312-058,0.99,MAT056
2312-096,0.99,MAT056
2312-100,0.99,MAT056
2401-025,0.99,MAT056
2401-087,0.99,MAT056
2402-103,0.99,MAT056
2403-053,0.99,MAT056
2403-117,0.99,MAT056
2404-020,0.99,MAT056
2404-087,0.99,MAT056
2405-105,0.99,MAT056
2406-050,0.99,MAT056
2406-097,0.99,MAT056
2407-088,1.1,MAT056
2408-035,1.1,MAT056
2408-072,1.1,MAT056
2409-024,1.1,MAT056
2410-021,1.1,MAT056
2410-093,1.1,MAT056
2411-049,1.1,MAT056
2411-119,1.15,MAT056
2412-040,1.15,MAT056
2412-100,1.15,MAT056
2501-001,1.15,MAT056
2501-040,1.15,MAT056
2502-058,1.15,MAT056
2503-045,1.15,MAT056
2503-132,1.15,MAT056
1901-014,1.022,MAT057
1901-067,1.022,MAT057
1902-041,1.0218,MAT057
1903-040,1.0218,MAT057
1904-047,1.026,MAT057
1904-071,1.0218,MAT057
1904-084,1.0218,MAT057
1905-039,1.0218,MAT057
1905-060,1.0218,MAT057
1906-005,1.0218,MAT057
1906-040,1.0218,MAT057
1906-073,1.0218,MAT057
1907-014,1.0218,MAT057
1907-033,1.0218,MAT057
1908-039,1.0218,MAT057
1908-044,1.0218,MAT057
1908-055,1.0218,MAT057
1908-066,1.0218,MAT057
1909-032,1.0218,MAT057
1910-007,1.073,MAT057
1910-022,1.165,MAT057
1910-049,1.165,MAT057
1910-112,1.073,MAT057
1911-083,1.165,MAT057
1912-053,1.165,MAT057
1912-059,1.165,MAT057
1912-095,1.165,MAT057
2003-031,1.2,MAT057
2008-052,1.2,MAT057
2009-036,1.2,MAT057
2010-023,1.2,MAT057
2011-056,1.2,MAT057
2103-060,1.207,MAT057
2108-012,1.207,MAT057
1901-010,5.7,MAT058
1901-079,5.75,MAT058
1904-042,5.75,MAT058
1905-013,5.75,MAT058
1907-057,6.09,MAT058
1909-003,6.09,MAT058
1910-073,6.09,MAT058
1910-085,6.09,MAT058
1911-098,6.09,MAT058
1912-019,6.09,MAT058
1912-076,6.09,MAT058
2001-029,6.09,MAT058
2002-067,6.09,MAT058
2007-050,6.35,MAT058
2008-034,6.35,MAT058
1910-072,2.95,MAT059
1903-019,0.636,MAT060
1910-103,0.676,MAT060
2005-006,0.6633,MAT060
2005-025,0.6633,MAT060
2006-006,0.6633,MAT060
2006-027,0.6633,MAT060
2007-019,0.7654,MAT060
2007-041,0.6633,MAT060
2008-018,0.6633,MAT060
2009-023,0.6633,MAT060
2010-009,0.6633,MAT060
2011-013,0.6633,MAT060
2011-065,0.6633,MAT060
2012-027,0.6633,MAT060
2101-026,0.7653,MAT060
2102-011,0.7654,MAT060
2102-024,0.7804,MAT060
2103-023,0.7804,MAT060
2103-043,0.7804,MAT060
2104-001,0.7804,MAT060
2104-028,0.7804,MAT060
2104-030,0.7804,MAT060
2104-064,0.7804,MAT060
2105-008,0.7804,MAT060
2105-035,0.7804,MAT060
2105-107,0.7804,MAT060
2106-058,0.7804,MAT060
2107-044,0.6622,MAT060
2107-098,0.7804,MAT060
2108-021,0.7804,MAT060
2108-064,0.7804,MAT060
2109-099,0.7804,MAT060
2109-151,0.7804,MAT060
2110-008,0.7804,MAT060
2110-033,0.7804,MAT060
2206-109,0.8769,MAT060
2412-105,0.85,MAT060
2203-066,0.7736824999999999,MAT060
2301-029,0.7485226282051283,MAT060
2303-039,0.7485226282051283,MAT060
2401-098,0.7402856939102564,MAT060
1910-071,364.9,MAT061
1904-005,1.0,MAT062
1909-015,0.9,MAT062
1904-006,1.5,MAT063
1909-014,2.1,MAT063
1904-009,10.6,MAT067
1905-062,10.7,MAT067
1907-051,10.5,MAT067
1908-038,11.6,MAT067
1908-064,11.3,MAT067
1909-045,11.6,MAT067
1909-075,10.284,MAT067
1910-030,11.85,MAT067
1911-012,11.85,MAT067
1912-066,12.5,MAT067
2001-053,12.45,MAT067
2002-031,12.8,MAT067
2007-057,12.4,MAT067
2009-010,12.45,MAT067
2101-016,12.0,MAT067
2104-023,12.0,MAT067
2106-066,11.9,MAT067
2108-090,12.15,MAT067
2112-092,10.0,MAT067
2201-028,10.0,MAT067
2203-033,10.0,MAT067
2203-128,10.0,MAT067
2204-092,10.3359,MAT067
2205-072,10.5,MAT067
2205-106,11.0,MAT067
2206-032,11.0,MAT067
2207-084,11.5,MAT067
2209-093,11.5,MAT067
2212-026,11.5,MAT067
2301-034,11.5,MAT067
2303-059,11.5,MAT067
2306-008,11.5,MAT067
2307-093,11.5,MAT067
2308-063,11.5,MAT067
2309-101,11.5,MAT067
2311-068,11.5,MAT067
2312-061,11.5,MAT067
2401-052,11.5,MAT067
2402-066,11.5,MAT067
2404-039,11.5,MAT067
2404-101,11.5,MAT067
2405-121,11.5,MAT067
2406-087,11.5,MAT067
2407-133,11.5,MAT067
2410-066,11.5,MAT067
2412-026,12.0,MAT067
2501-054,12.0,MAT067
2503-127,12.0,MAT067
1901-084,13.25,MAT068
1901-085,5.0,MAT068
1902-053,13.35,MAT068
1902-055,5.0,MAT068
1904-034,5.0,MAT068
1904-035,14.95,MAT068
1904-036,16.15,MAT068
1905-026,14.75,MAT068
1905-027,5.0,MAT068
1905-028,13.65,MAT068
1905-071,14.2,MAT068
1905-090,13.55,MAT068
1905-091,5.0,MAT068
1905-092,14.0,MAT068
1906-046,5.0,MAT068
1906-047,16.3,MAT068
1907-034,13.85,MAT068
1907-035,14.05,MAT068
1907-036,5.0,MAT068
1907-060,13.3,MAT068
1907-061,5.0,MAT068
1908-035,5.0,MAT068
1908-036,12.3,MAT068
1909-008,12.1,MAT068
1909-009,5.0,MAT068
1909-057,10.65,MAT068
1909-058,5.0,MAT068
1910-011,10.5,MAT068
1910-064,5.0,MAT068
1910-065,11.45,MAT068
1911-015,11.6,MAT068
1911-091,5.0,MAT068
1911-092,14.05,MAT068
1912-030,14.46,MAT068
1912-083,16.8,MAT068
1912-084,5.0,MAT068
2001-069,17.99,MAT068
2002-027,13.18,MAT068
2002-028,5.0,MAT068
2006-032,13.4,MAT068
2007-038,9.2279,MAT068
2008-003,11.05,MAT068
2008-046,11.0,MAT068
2009-030,11.5,MAT068
1902-045,1.1,MAT069
1905-025,1.3,MAT069
1908-027,2.35,MAT069
1910-009,2.26,MAT069
1904-031,30.0,MAT070
1901-035,5.92,MAT071
1903-015,5.92,MAT071
1904-070,5.92,MAT071
1905-087,5.92,MAT071
1907-078,6.05,MAT071
1909-020,6.05,MAT071
1910-006,6.05,MAT071
1911-072,6.05,MAT071
1912-091,6.05,MAT071
2001-036,6.05,MAT071
2002-009,6.05,MAT071
2003-029,6.05,MAT071
2005-033,5.92,MAT071
2007-013,6.05,MAT071
2007-060,6.05,MAT071
2007-073,6.05,MAT071
2009-004,6.05,MAT071
2009-024,6.05,MAT071
2010-020,6.05,MAT071
2012-039,6.05,MAT071
2101-011,6.05,MAT071
2101-034,5.92,MAT071
2103-038,6.1,MAT071
2104-041,6.1,MAT071
2105-054,6.1,MAT071
2106-039,6.1,MAT071
2107-016,6.1,MAT071
2107-080,6.1,MAT071
2108-049,6.1,MAT071
2109-085,6.1,MAT071
2109-108,6.1,MAT071
2111-127,6.1,MAT071
2111-183,6.1,MAT071
2112-122,6.1,MAT071
2203-061,6.44,MAT071
2203-166,6.44,MAT071
2205-031,6.44,MAT071
2205-087,6.44,MAT071
2206-117,6.69,MAT071
2207-135,6.69,MAT071
2208-104,6.69,MAT071
2209-125,6.62,MAT071
2210-098,6.62,MAT071
2211-093,6.62,MAT071
2212-094,6.62,MAT071
2301-088,6.62,MAT071
2304-081,6.62,MAT071
2309-072,7.61,MAT071
2311-031,7.61,MAT071
2311-116,7.61,MAT071
2312-090,7.61,MAT071
2401-105,7.61,MAT071
2404-082,7.61,MAT071
1901-034,6.697368421052632,MAT071
2201-024,6.697368421052632,MAT071
2301-066,6.697368421052632,MAT071
2409-104,6.511070780399273,MAT071
2501-015,6.511070780399273,MAT071
2502-097,6.3766249452406285,MAT071
2503-139,6.3766249452406285,MAT071
1901-001,0.8452,MAT073
1901-022,0.845,MAT073
1901-055,0.845,MAT073
1902-004,0.7184,MAT073
1902-049,0.8452,MAT073
1903-006,0.8452,MAT073
1903-034,0.8452,MAT073
1904-059,0.8452,MAT073
1905-003,0.8452,MAT073
1905-034,0.8452,MAT073
1905-078,0.8452,MAT073
1906-035,0.8452,MAT073
1907-005,0.8452,MAT073
1907-007,0.8452,MAT073
1908-015,0.8452,MAT073
1908-048,0.8452,MAT073
1909-026,0.7184,MAT073
1909-093,0.8452,MAT073
1910-044,0.8452,MAT073
1911-003,0.7184,MAT073
1912-023,0.8452,MAT073
1912-087,0.8452,MAT073
2001-047,0.7184,MAT073
2002-019,0.8452,MAT073
2005-010,0.7184,MAT073
2007-002,0.7184,MAT073
2007-046,0.6339,MAT073
