lote_interno,coste_componente_unitario,componente
2207-108,1.06,MAUX025
2209-026,1.06,MAUX025
2210-021,1.06,MAUX025
2211-023,1.06,MAUX025
2212-007,1.06,MAUX025
2302-006,1.06,MAUX025
2302-118,1.11,MAUX025
2303-095,1.11,MAUX025
2305-034,1.11,MAUX025
2305-127,1.11,MAUX025
2307-001,1.11,MAUX025
2307-115,1.11,MAUX025
2309-011,1.11,MAUX025
2310-010,1.11,MAUX025
2311-005,1.11,MAUX025
2312-079,1.11,MAUX025
2401-022,1.11,MAUX025
2402-001,1.11,MAUX025
2403-004,1.11,MAUX025
2404-007,1.11,MAUX025
2405-006,1.11,MAUX025
2406-024,1.11,MAUX025
2407-008,1.11,MAUX025
2407-131,1.11,MAUX025
2408-064,1.11,MAUX025
2409-085,1.11,MAUX025
2410-084,1.11,MAUX025
2411-115,1.11,MAUX025
2501-062,1.11,MAUX025
2502-078,1.11,MAUX025
2504-004,1.11,MAUX025
2203-031,0.1843,MAUX026
2207-027,0.2267,MAUX026
2212-038,0.2125,MAUX026
2304-060,0.1903,MAUX026
2304-091,0.1903,MAUX026
2306-033,0.189,MAUX026
2308-035,0.2066,MAUX026
2310-096,0.2102,MAUX026
2311-045,0.2102,MAUX026
2401-046,0.2102,MAUX026
2403-064,0.1955,MAUX026
2405-100,0.1803,MAUX026
2407-044,0.1803,MAUX026
2410-019,0.1694,MAUX026
2412-116,0.1803,MAUX026
2502-028,0.2091,MAUX026
2503-114,0.2091,MAUX026
2202-142,0.049,MAUX027
2206-019,0.05,MAUX027
2207-144,0.051,MAUX027
2210-108,0.0515,MAUX027
2202-143,0.049,MAUX028
2206-020,0.05,MAUX028
2207-145,0.051,MAUX028
2210-107,0.0515,MAUX028
2204-012,0.1844,MAUX029
2208-090,0.18,MAUX029
2212-039,0.2125,MAUX029
2304-059,0.1903,MAUX029
2304-090,0.1903,MAUX029
2306-032,0.189,MAUX029
2308-034,0.2066,MAUX029
2310-097,0.2102,MAUX029
2311-046,0.2102,MAUX029
2312-093,0.2102,MAUX029
2401-047,0.2102,MAUX029
2403-063,0.1955,MAUX029
2405-098,0.1803,MAUX029
2407-043,0.1803,MAUX029
2410-017,0.1694,MAUX029
2412-117,0.1803,MAUX029
2502-027,0.2091,MAUX029
2503-115,0.2091,MAUX029
2203-037,0.0332,MAUX030
2204-076,0.0332,MAUX030
2206-125,0.0332,MAUX030
2207-124,0.0332,MAUX030
2209-091,0.0369,MAUX030
2206-015,0.05,MAUX032
2207-017,0.0705,MAUX032
2207-142,0.051,MAUX032
2209-060,0.0602,MAUX032
2211-082,0.0522,MAUX032
2302-074,0.0558,MAUX032
2303-071,0.0859,MAUX032
2206-074,0.0135,MAUX033
2212-081,0.0135,MAUX033
2403-125,0.0135,MAUX033
2409-083,0.0135,MAUX033
2207-002,0.051,MAUX034
2207-138,0.051,MAUX034
2303-070,0.0859,MAUX034
2207-013,0.051,MAUX035
2209-063,0.0602,MAUX035
2303-068,0.0859,MAUX035
2207-016,0.051,MAUX036
2207-137,0.051,MAUX036
2209-061,0.0602,MAUX036
2211-083,0.0522,MAUX036
2302-075,0.0558,MAUX036
2303-072,0.0859,MAUX036
2207-015,0.0705,MAUX037
2207-139,0.051,MAUX037
2209-062,0.0602,MAUX037
2211-084,0.0522,MAUX037
2303-069,0.0859,MAUX037
2207-014,0.0705,MAUX038
2207-141,0.051,MAUX038
2209-059,0.0602,MAUX038
2211-085,0.0522,MAUX038
2303-066,0.0859,MAUX038
2207-018,0.0705,MAUX039
2207-143,0.051,MAUX039
2209-064,0.0602,MAUX039
2210-106,0.0515,MAUX039
2303-067,0.0859,MAUX039
2207-140,0.051,MAUX040
2211-086,0.0522,MAUX040
2211-117,15.45,MAUX041
2304-102,15.45,MAUX041
2306-048,15.45,MAUX041
2308-030,15.45,MAUX041
2310-056,15.45,MAUX041
2312-080,15.45,MAUX041
2402-037,15.45,MAUX041
2404-073,15.45,MAUX041
2406-015,15.45,MAUX041
2408-052,15.45,MAUX041
2410-047,15.45,MAUX041
2411-022,15.45,MAUX041
2412-023,15.45,MAUX041
2503-117,15.45,MAUX041
2302-076,15.45,MAUX041
2211-094,0.023,MAUX042
2304-061,0.023,MAUX042
2308-077,0.023,MAUX042
2310-017,0.0249,MAUX042
2311-015,0.0249,MAUX042
2311-132,0.025,MAUX042
2312-081,0.0249,MAUX042
2401-018,0.0223,MAUX042
2401-060,0.0249,MAUX042
2401-078,0.0249,MAUX042
2402-058,0.0249,MAUX042
2403-042,0.0249,MAUX042
2405-039,0.0249,MAUX042
2406-012,0.0226,MAUX042
2406-101,0.0237,MAUX042
2408-005,0.0226,MAUX042
2408-090,0.0226,MAUX042
2408-103,0.0226,MAUX042
2409-031,0.0259,MAUX042
2409-107,0.0226,MAUX042
2410-072,0.0231,MAUX042
2411-050,0.0222,MAUX042
2412-046,0.0226,MAUX042
2501-026,0.022,MAUX042
2501-108,0.0196,MAUX042
2503-061,0.0201,MAUX042
2503-134,0.0192,MAUX042
2404-063,0.02321851851851852,MAUX042
2212-083,14.29,MAUX043
2304-103,7.29,MAUX043
2305-061,7.29,MAUX043
2310-057,7.29,MAUX043
2403-033,7.29,MAUX043
2303-020,0.1064,MAUX044
2303-021,0.1064,MAUX045
2503-095,0.1088,MAUX045
2304-062,0.0349,MAUX046
2306-082,0.0359,MAUX046
2306-102,0.0359,MAUX046
2307-025,0.0354,MAUX046
2308-079,0.0372,MAUX046
2310-018,0.0249,MAUX046
2311-016,0.0249,MAUX046
2312-084,0.0256,MAUX046
2401-061,0.0249,MAUX046
2402-059,0.0249,MAUX046
2403-043,0.0249,MAUX046
2404-061,0.0318,MAUX046
2405-040,0.0249,MAUX046
2406-013,0.0226,MAUX046
2406-102,0.0237,MAUX046
2408-006,0.0239,MAUX046
2408-091,0.0226,MAUX046
2409-108,0.0226,MAUX046
2410-073,0.0231,MAUX046
2411-051,0.0222,MAUX046
2501-025,0.0219,MAUX046
2503-062,0.0201,MAUX046
2503-135,0.0192,MAUX046
2304-063,0.0364,MAUX047
2307-026,0.0354,MAUX047
2308-078,0.0372,MAUX047
2310-019,0.0249,MAUX047
2311-017,0.0249,MAUX047
2312-083,0.0264,MAUX047
2402-060,0.0249,MAUX047
2403-044,0.0249,MAUX047
2404-062,0.0318,MAUX047
2405-041,0.0249,MAUX047
2406-014,0.0226,MAUX047
2406-103,0.0237,MAUX047
2408-007,0.0266,MAUX047
2408-092,0.0226,MAUX047
2409-078,0.0226,MAUX047
2410-074,0.0231,MAUX047
2411-052,0.0222,MAUX047
2501-024,0.0219,MAUX047
2503-063,0.0201,MAUX047
2503-136,0.0192,MAUX047
2304-064,0.0364,MAUX049
2306-103,0.0359,MAUX049
2310-021,0.0249,MAUX049
2311-129,0.025,MAUX049
2312-085,0.0249,MAUX049
2304-065,0.048,MAUX050
2309-026,0.0652,MAUX050
2311-130,0.025,MAUX050
2304-066,0.0364,MAUX051
2306-081,0.0359,MAUX051
2306-105,0.0359,MAUX051
2307-028,0.0354,MAUX051
2310-020,0.0249,MAUX051
2311-018,0.0249,MAUX051
2312-082,0.0249,MAUX051
2304-067,0.0364,MAUX052
2307-027,0.0354,MAUX052
2311-020,0.0249,MAUX052
2312-089,0.0249,MAUX052
2304-068,0.0364,MAUX053
2306-104,0.0359,MAUX053
2310-022,0.0249,MAUX053
2311-019,0.0249,MAUX053
2311-131,0.025,MAUX053
2312-087,0.0249,MAUX053
2402-089,0.0531,MAUX053
2405-044,0.0249,MAUX053
2308-001,0.0,MAUX054
2308-037,0.227,MAUX054
2308-002,0.0,MAUX055
2308-019,0.624,MAUX055
2312-088,0.0476,MAUX057
2403-046,0.0249,MAUX057
2405-045,0.0249,MAUX057
2406-105,0.0237,MAUX057
2409-012,0.0259,MAUX057
2410-077,0.0231,MAUX057
2412-049,0.0226,MAUX057
2501-105,0.0196,MAUX057
2503-066,0.0201,MAUX057
2312-086,0.0703,MAUX058
2403-045,0.0249,MAUX058
2405-042,0.0249,MAUX058
2406-104,0.0237,MAUX058
2408-008,0.0226,MAUX058
2409-011,0.0259,MAUX058
2410-075,0.0231,MAUX058
2412-047,0.0226,MAUX058
2501-106,0.0196,MAUX058
2503-064,0.0201,MAUX058
2402-090,0.0555,MAUX060
2404-064,0.0318,MAUX060
2405-043,0.0249,MAUX060
2408-082,0.0226,MAUX060
2410-076,0.0231,MAUX060
2411-079,0.0222,MAUX060
2412-048,0.0226,MAUX060
2501-107,0.0196,MAUX060
2503-065,0.0201,MAUX060
2402-123,0.0,MAUX061
2402-125,0.0,MAUX062
2404-081,7.75,MAUX063
2408-014,7.75,MAUX063
2409-068,7.75,MAUX063
2411-023,7.75,MAUX063
2502-018,7.75,MAUX063
2503-007,7.75,MAUX063
2503-058,7.75,MAUX063
2409-058,0.1959,MAUX064
2409-059,0.1959,MAUX065
2410-119,0.1397,MAUX066
2410-022,0.0,MAUX067
2412-016,0.272,MAUX068
2502-082,0.148,MAUX069
2503-106,0.18,MAUX070
2503-060,0.24,MAUX071
2503-004,0.092,MAUX072
2503-099,0.183,MAUX072
2503-059,0.28,MAUX075
2407-028,0.0,MAUX496
1901-061,4.5,VAR005
1901-069,17.5,VAR056
1905-006,17.5,VAR056
1907-048,17.5,VAR056
1912-089,17.5,VAR056
2003-047,17.5,VAR056
2010-025,17.5,VAR056
2105-074,17.5,VAR056
2109-070,17.5,VAR056
2111-117,18.38,VAR056
2204-109,18.38,VAR056
2205-034,18.38,VAR056
2207-096,18.38,VAR056
2209-040,18.38,VAR056
2210-064,15.45,VAR056
2109-145,17.66785714285714,VAR056
1902-013,5.8,VAR057
2002-014,5.8,VAR057
2012-052,5.8,VAR057
2105-075,5.8,VAR057
1901-076,0.0932,VAR076
2001-027,0.0932,VAR076
2005-015,0.0932,VAR076
2010-040,0.0932,VAR076
2103-015,0.1538,VAR076
2111-022,0.272,VAR076
1901-087,0.0072,VAR112
1909-097,0.006,VAR112
2310-007,0.012,VAR112
2402-085,0.007,VAR112
2410-003,0.007,VAR112
1901-037,0.011,VAR113
1909-098,0.0108,VAR113
1912-088,0.0097,VAR113
2011-023,0.0097,VAR113
2105-076,0.0097,VAR113
2106-091,0.0086,VAR113
2111-033,0.0097,VAR113
2202-110,0.0097,VAR113
2206-073,0.0097,VAR113
2209-086,0.0097,VAR113
2301-023,0.0097,VAR113
2306-011,0.0097,VAR113
2308-025,0.0097,VAR113
2401-033,0.0097,VAR113
2404-059,0.0097,VAR113
2409-061,0.0097,VAR113
2411-080,0.0097,VAR113
2502-099,0.0097,VAR113
2504-036,0.0097,VAR113
1902-043,0.2966,VAR118
1909-035,0.255,VAR118
1912-051,0.255,VAR118
2003-025,0.245,VAR118
2003-035,0.245,VAR118
2009-033,0.245,VAR118
2012-016,0.255,VAR118
2104-019,0.255,VAR118
2104-043,0.2548,VAR118
2106-060,0.2646,VAR118
2110-039,0.2805,VAR118
2112-139,0.2805,VAR118
2206-028,0.3419,VAR118
2206-035,0.3419,VAR118
2211-072,0.3419,VAR118
2305-123,0.328,VAR118
2308-047,0.328,VAR118
2310-033,0.328,VAR118
2401-081,0.328,VAR118
2404-058,0.328,VAR118
2405-133,0.328,VAR118
2408-051,0.3444,VAR118
2411-034,0.3474,VAR118
1901-064,0.0659,VAR119
1904-033,0.0835,VAR119
1905-031,0.0835,VAR119
1907-018,0.0835,VAR119
1908-045,0.0835,VAR119
1910-017,0.0835,VAR119
1911-054,0.0835,VAR119
2001-010,0.0835,VAR119
2002-024,0.0835,VAR119
2007-006,0.0835,VAR119
2008-047,0.0835,VAR119
2010-001,0.0835,VAR119
2101-012,0.0835,VAR119
2104-046,0.0919,VAR119
2106-041,0.0919,VAR119
2107-085,0.0919,VAR119
2108-061,0.0965,VAR119
2109-147,0.0965,VAR119
2111-044,0.0965,VAR119
2112-067,0.0965,VAR119
2203-077,0.1033,VAR119
2204-096,0.1033,VAR119
2205-045,0.1033,VAR119
2206-030,0.1033,VAR119
2207-079,0.1033,VAR119
2208-080,0.1033,VAR119
2209-097,0.106,VAR119
2210-091,0.106,VAR119
2211-097,0.106,VAR119
2301-041,0.106,VAR119
2303-082,0.106,VAR119
2305-110,0.1143,VAR119
2306-083,0.1143,VAR119
2308-016,0.1143,VAR119
2309-010,0.1143,VAR119
2310-055,0.1143,VAR119
2311-123,0.1143,VAR119
2401-024,0.1143,VAR119
2402-044,0.1033,VAR119
2403-037,0.1143,VAR119
2404-076,0.1143,VAR119
2405-114,0.1143,VAR119
2407-099,0.1143,VAR119
2409-096,0.1143,VAR119
1903-037,1.29,VAR121
2002-013,1.29,VAR121
2008-001,1.29,VAR121
2102-023,1.77,VAR121
2104-006,1.29,VAR121
2107-067,1.39,VAR121
2109-017,1.39,VAR121
2202-106,1.39,VAR121
2206-128,1.47,VAR121
2210-019,1.47,VAR121
2301-054,1.573,VAR121
2305-120,1.673,VAR121
2308-011,1.773,VAR121
2311-133,1.773,VAR121
2404-103,1.77,VAR121
2409-041,1.77,VAR121
2411-094,1.77,VAR121
2502-030,1.77,VAR121
2503-156,1.77,VAR121
1901-026,5.03,VAR122
1904-056,5.03,VAR122
1911-025,5.03,VAR122
1912-098,5.03,VAR122
2002-025,5.03,VAR122
2106-043,5.03,VAR122
2108-068,5.711,VAR122
2205-005,7.35,VAR122
2211-098,7.35,VAR122
2306-084,7.35,VAR122
2311-121,7.35,VAR122
2405-112,7.35,VAR122
2412-020,7.35,VAR122
2504-032,7.35,VAR122
1907-021,5.111,VAR123
2002-026,5.111,VAR123
2106-042,5.111,VAR123
2108-067,5.11,VAR123
2205-006,5.25,VAR123
2211-099,5.25,VAR123
2311-122,5.25,VAR123
2405-113,5.25,VAR123
2412-021,5.25,VAR123
2504-031,5.25,VAR123
1909-063,0.27,VAR125
1909-085,1.64,VAR128
1910-063,0.56,VAR128
2112-009,1.05,VAR128
1907-047,0.48,VAR129
2009-016,0.48,VAR129
2105-021,0.5184,VAR129
2203-142,0.5825,VAR129
2301-036,0.6698,VAR129
2312-072,0.6173,VAR129
2409-013,0.6806,VAR129
1904-055,0.0835,VAR134
1901-023,0.331,VAR142
1902-056,0.3295,VAR142
1904-081,0.3294,VAR142
1906-018,0.3376,VAR142
1907-001,0.3376,VAR142
1907-046,0.278,VAR142
1909-038,0.278,VAR142
1911-011,0.278,VAR142
1912-099,0.278,VAR142
2003-034,0.278,VAR142
2009-015,0.278,VAR142
2101-018,0.278,VAR142
2103-004,0.278,VAR142
2109-161,0.3402,VAR142
2112-138,0.3606,VAR142
2203-042,0.3822,VAR142
2206-027,0.3879,VAR142
2206-034,0.388,VAR142
2211-095,0.388,VAR142
2306-086,0.4051,VAR142
2309-007,0.4051,VAR142
2312-049,0.4051,VAR142
2402-102,0.4051,VAR142
2405-047,0.4051,VAR142
2407-083,0.4254,VAR142
2409-071,0.4254,VAR142
2412-015,0.4467,VAR142
2503-107,0.4467,VAR142
2009-037,0.0013,VAR306
2102-046,0.0012,VAR306
1910-058,1.795,VAR309
2011-072,2.955,VAR309
1910-057,1.795,VAR310
2011-073,2.955,VAR310
2111-051,8.36,VAR310
2112-008,1.05,VAR312
2301-055,6.28,VAR313
2403-022,6.28,VAR313
2406-066,6.28,VAR313
2410-067,6.28,VAR313
2503-155,6.28,VAR313
1910-119,1.1079,VAR315
2111-132,1.9472,VAR315
2311-073,1.7115,VAR315
2401-031,0.069,VAR317
2405-004,0.069,VAR317
2406-086,0.069,VAR317
2407-120,0.069,VAR317
2411-024,0.069,VAR317
2502-033,0.069,VAR317
2504-030,0.069,VAR317
2009-045,0.34,VAR356
2104-015,0.36,VAR356
2112-158,0.45,VAR356
2205-086,0.49,VAR356
2212-071,0.49,VAR356
2307-008,0.48,VAR356
2402-035,0.46,VAR356
2409-070,0.26,VAR356
2210-027,0.75,VAR383
2311-062,0.834,VAR383
2210-028,0.55,VAR384
2311-063,0.6094,VAR384
2110-078,0.0438,VAR398
2204-083,0.0458,VAR398
2208-041,0.0488,VAR398
2211-047,0.0488,VAR398
2302-059,0.0488,VAR398
2306-124,0.0488,VAR398
2310-088,0.046,VAR398
2402-067,0.0472,VAR398
2405-060,0.0472,VAR398
2409-084,0.0486,VAR398
2411-123,0.0486,VAR398
2009-054,124.501,VAR400
2110-026,173.12,VAR400
2203-089,179.2,VAR400
2206-099,193.9,VAR400
2209-122,195.36,VAR400
2301-047,212.1633,VAR400
2306-138,197.62,VAR400
2401-032,212.958,VAR400
2407-006,212.958,VAR400
2411-120,226.178,VAR400
2011-052,0.189,VAR403
2012-043,0.2134,VAR403
2012-049,0.2134,VAR403
2011-021,0.34,VAR404
2011-048,0.102,VAR405
2012-047,0.112,VAR405
2011-049,0.102,VAR406
2012-048,0.112,VAR406
2011-050,0.102,VAR407
2012-046,0.112,VAR407
2104-007,8.5,VAR408
2108-025,8.5,VAR408
2111-092,10.5,VAR408
2202-105,10.5,VAR408
2208-022,10.5,VAR408
2301-053,11.4408,VAR408
2310-063,11.4408,VAR408
2404-104,11.44,VAR408
2012-004,0.185,VAR409
2012-006,0.097,VAR410
2012-044,0.101,VAR410
2012-005,0.097,VAR411
2012-045,0.101,VAR411
2012-040,0.0157,VAR417
2102-019,0.0157,VAR417
2109-082,0.0157,VAR417
2112-013,0.0157,VAR417
2112-128,0.0157,VAR417
2203-114,0.016,VAR417
2208-034,0.016,VAR417
2210-118,0.016,VAR417
2304-044,0.016,VAR417
2309-012,0.016,VAR417
2401-079,0.016,VAR417
2405-071,0.016,VAR417
2408-016,0.016,VAR417
2410-049,0.016,VAR417
2412-033,0.016,VAR417
2502-100,0.016,VAR417
2101-023,0.0121,VAR419
2101-035,3.05,VAR420
2102-009,3.05,VAR420
2105-012,3.05,VAR420
2106-013,3.05,VAR420
2106-062,3.05,VAR420
2107-011,3.05,VAR420
2108-026,3.05,VAR420
2110-017,3.1415,VAR420
2110-064,3.1415,VAR420
2110-120,3.1415,VAR420
2111-048,3.1415,VAR420
2111-118,3.1415,VAR420
2111-191,3.1415,VAR420
2112-054,3.1415,VAR420
2112-137,3.1415,VAR420
2112-165,3.1415,VAR420
2201-055,3.33,VAR420
2201-090,3.33,VAR420
2202-022,3.33,VAR420
2202-061,3.33,VAR420
2203-090,3.33,VAR420
2204-027,3.8295,VAR420
2205-096,3.8295,VAR420
2206-046,3.8295,VAR420
2207-039,4.21,VAR420
2207-122,4.21,VAR420
2208-073,4.21,VAR420
2209-015,4.21,VAR420
2210-020,4.21,VAR420
2211-112,4.21,VAR420
2212-066,4.21,VAR420
2301-045,4.21,VAR420
2302-041,4.21,VAR420
2303-062,4.36,VAR420
2305-064,4.36,VAR420
2306-053,4.36,VAR420
2307-088,4.36,VAR420
2308-091,4.36,VAR420
2310-075,4.36,VAR420
2311-124,4.36,VAR420
2401-041,4.36,VAR420
2402-098,4.36,VAR420
2403-041,4.36,VAR420
2404-065,4.36,VAR420
2405-107,4.27,VAR420
2407-013,4.27,VAR420
2407-073,4.27,VAR420
2407-105,4.27,VAR420
2407-121,4.27,VAR420
2409-025,4.27,VAR420
2410-036,4.27,VAR420
2411-096,4.27,VAR420
2501-043,4.27,VAR420
2502-069,4.27,VAR420
2102-042,0.295,VAR422
2103-002,0.295,VAR422
2106-001,0.3186,VAR422
2107-023,0.3186,VAR422
2107-052,0.3186,VAR422
2110-040,0.325,VAR422
2210-040,0.4117,VAR422
2307-046,0.3794,VAR422
2310-080,0.3794,VAR422
2405-101,0.3794,VAR422
2409-069,0.4183,VAR422
2102-037,0.23,VAR423
2103-001,0.21,VAR423
2105-022,0.2268,VAR423
2107-022,0.2268,VAR423
2108-008,0.2268,VAR423
2109-097,0.2,VAR423
2201-093,0.2461,VAR423
2206-026,0.2584,VAR423
2208-021,0.283,VAR423
2210-110,0.2584,VAR423
2302-083,0.2481,VAR423
2309-080,0.2608,VAR423
2312-048,0.2608,VAR423
2402-065,0.2608,VAR423
2404-088,0.2608,VAR423
2405-048,0.2608,VAR423
2408-004,0.25,VAR423
2412-007,0.2626,VAR423
2503-108,0.2626,VAR423
2102-018,0.1008,VAR424
2103-014,0.1289,VAR424
2110-107,0.1528,VAR424
2110-146,0.1528,VAR424
2203-030,0.1843,VAR424
2205-119,0.2657,VAR424
2208-089,0.18,VAR424
2212-040,0.2125,VAR424
2306-031,0.189,VAR424
2308-036,0.2066,VAR424
2312-092,0.2102,VAR424
2403-065,0.1955,VAR424
2405-099,0.1803,VAR424
2407-042,0.1803,VAR424
2410-018,0.1694,VAR424
2412-118,0.1803,VAR424
2502-029,0.2091,VAR424
2503-116,0.2091,VAR424
2102-030,0.065,VAR425
2105-121,0.072,VAR425
2107-113,0.063,VAR425
2112-050,0.0585,VAR425
2202-079,0.0585,VAR425
2102-029,0.065,VAR426
2102-028,0.065,VAR427
2103-016,0.065,VAR427
2102-027,0.065,VAR428
2103-017,0.065,VAR428
2102-026,0.065,VAR429
2103-018,0.065,VAR429
2105-002,0.108,VAR431
2105-120,0.072,VAR431
2107-006,0.066,VAR431
2109-167,0.072,VAR431
2111-019,0.06,VAR431
2202-078,0.0585,VAR431
2105-003,0.108,VAR434
2105-119,0.072,VAR434
2107-005,0.066,VAR434
2109-030,0.079,VAR434
2109-166,0.072,VAR434
2111-018,0.06,VAR434
2111-104,0.054,VAR434
2105-123,0.072,VAR440
2107-002,0.066,VAR440
2107-114,0.063,VAR440
2109-169,0.072,VAR440
2111-103,0.054,VAR440
2112-048,0.0585,VAR440
2201-113,0.051,VAR440
2203-162,0.0525,VAR440
2205-037,0.046,VAR440
2105-001,0.108,VAR441
2105-118,0.072,VAR441
2107-004,0.066,VAR441
2109-168,0.072,VAR441
2111-017,0.06,VAR441
2203-161,0.0525,VAR441
2105-004,0.108,VAR442
2109-029,0.079,VAR442
2105-122,0.072,VAR443
2107-003,0.066,VAR443
2107-115,0.063,VAR443
2109-028,0.079,VAR443
2111-016,0.06,VAR443
2112-049,0.0585,VAR443
2202-066,0.0585,VAR443
2203-160,0.0525,VAR443
2110-021,0.0037,VAR444
2110-074,0.0037,VAR444
2110-119,0.0037,VAR444
2111-046,0.0037,VAR444
2111-128,0.0037,VAR444
2111-186,0.0037,VAR444
2112-055,0.0037,VAR444
2112-129,0.0037,VAR444
2201-005,0.0037,VAR444
2201-092,0.0037,VAR444
2202-062,0.0037,VAR444
2202-103,0.0037,VAR444
2202-152,0.0037,VAR444
2203-043,0.0037,VAR444
2203-112,0.0037,VAR444
2203-149,0.0037,VAR444
2204-007,0.0037,VAR444
2204-047,0.0037,VAR444
2204-056,0.0037,VAR444
2204-103,0.0037,VAR444
2205-002,0.0037,VAR444
2205-049,0.0037,VAR444
2205-100,0.0037,VAR444
2205-109,0.0037,VAR444
2205-132,0.0037,VAR444
2206-031,0.0037,VAR444
2206-056,0.0037,VAR444
2206-097,0.0037,VAR444
2206-107,0.0037,VAR444
2206-112,0.0037,VAR444
2206-119,0.0037,VAR444
2207-034,0.0037,VAR444
2207-044,0.0037,VAR444
2207-062,0.0037,VAR444
2207-070,0.0037,VAR444
2207-089,0.0037,VAR444
2207-102,0.0037,VAR444
2207-113,0.0037,VAR444
2208-004,0.0037,VAR444
2208-024,0.0037,VAR444
2208-038,0.0037,VAR444
2208-065,0.0037,VAR444
2208-070,0.0037,VAR444
2208-079,0.0037,VAR444
2208-106,0.0037,VAR444
2209-001,0.0037,VAR444
2209-017,0.0037,VAR444
2209-038,0.0037,VAR444
2209-041,0.0037,VAR444
2209-069,0.0037,VAR444
2209-082,0.0037,VAR444
2209-094,0.0037,VAR444
2209-131,0.0037,VAR444
2210-006,0.0037,VAR444
2210-029,0.0037,VAR444
2210-053,0.0037,VAR444
2210-056,0.0037,VAR444
2210-093,0.0037,VAR444
2210-111,0.0037,VAR444
2211-002,0.0037,VAR444
2211-030,0.0037,VAR444
2211-050,0.0037,VAR444
2211-075,0.0037,VAR444
2211-107,0.0037,VAR444
2211-133,0.0037,VAR444
2212-005,0.0037,VAR444
2212-029,0.0037,VAR444
2212-056,0.0037,VAR444
2212-082,0.0037,VAR444
2212-102,0.0037,VAR444
2301-021,0.0037,VAR444
2301-037,0.0037,VAR444
2301-056,0.0037,VAR444
2301-086,0.0037,VAR444
2301-091,0.0037,VAR444
2302-009,0.0037,VAR444
2302-038,0.0037,VAR444
2302-073,0.0037,VAR444
2302-091,0.0037,VAR444
2302-113,0.0037,VAR444
2303-005,0.0037,VAR444
2303-025,0.0037,VAR444
2303-061,0.0037,VAR444
2303-078,0.0037,VAR444
2303-081,0.0037,VAR444
2304-001,0.0037,VAR444
2304-030,0.0037,VAR444
2304-058,0.0037,VAR444
2304-085,0.0037,VAR444
2305-022,0.0037,VAR444
2305-045,0.0037,VAR444
2305-069,0.0037,VAR444
2305-089,0.0037,VAR444
2305-108,0.0037,VAR444
2306-021,0.0037,VAR444
2306-027,0.0037,VAR444
2306-079,0.0037,VAR444
2306-122,0.0037,VAR444
2306-128,0.0037,VAR444
2307-004,0.0037,VAR444
2307-013,0.0037,VAR444
2307-047,0.0037,VAR444
2307-071,0.0037,VAR444
2307-089,0.0037,VAR444
2307-110,0.0037,VAR444
2308-014,0.0037,VAR444
2308-028,0.0037,VAR444
2308-039,0.0037,VAR444
2308-075,0.0037,VAR444
2308-102,0.0037,VAR444
2309-003,0.0037,VAR444
2309-020,0.0037,VAR444
2309-029,0.0037,VAR444
2309-040,0.0037,VAR444
2309-076,0.0037,VAR444
2309-086,0.0037,VAR444
2310-003,0.0037,VAR444
2310-004,0.0037,VAR444
2310-034,0.0037,VAR444
2310-046,0.0037,VAR444
2310-078,0.0037,VAR444
2310-104,0.0037,VAR444
2311-028,0.0037,VAR444
2311-047,0.0037,VAR444
2311-072,0.0037,VAR444
2311-075,0.0037,VAR444
2311-092,0.0037,VAR444
2311-134,0.0037,VAR444
2312-021,0.0037,VAR444
2312-047,0.0037,VAR444
2312-063,0.0037,VAR444
2312-098,0.0037,VAR444
2312-114,0.0037,VAR444
2401-017,0.0037,VAR444
2401-034,0.0037,VAR444
2401-057,0.0037,VAR444
2401-062,0.0037,VAR444
2401-092,0.0037,VAR444
2402-002,0.0037,VAR444
2402-025,0.0037,VAR444
2402-038,0.0037,VAR444
2402-069,0.0037,VAR444
2402-081,0.0037,VAR444
2402-111,0.0037,VAR444
2403-003,0.0037,VAR444
2403-029,0.0037,VAR444
2403-071,0.0037,VAR444
2403-088,0.0037,VAR444
2403-114,0.0037,VAR444
2404-021,0.0037,VAR444
2404-044,0.0037,VAR444
2404-077,0.0037,VAR444
2404-083,0.0037,VAR444
2404-098,0.0037,VAR444
2405-011,0.0037,VAR444
2405-028,0.0037,VAR444
2405-075,0.0037,VAR444
2405-076,0.0037,VAR444
2405-106,0.0037,VAR444
2405-131,0.0037,VAR444
2406-006,0.0037,VAR444
2406-060,0.0037,VAR444
2406-061,0.0037,VAR444
2406-062,0.0037,VAR444
2406-094,0.0037,VAR444
2407-005,0.0037,VAR444
2407-033,0.0037,VAR444
2407-066,0.0037,VAR444
2407-084,0.0037,VAR444
2407-098,0.0037,VAR444
2407-111,0.0037,VAR444
2407-132,0.0037,VAR444
2408-028,0.0037,VAR444
2408-044,0.0037,VAR444
2408-050,0.0037,VAR444
2408-059,0.0037,VAR444
2408-086,0.0037,VAR444
2408-105,0.0037,VAR444
2409-001,0.0037,VAR444
2409-040,0.0037,VAR444
2409-057,0.0037,VAR444
2409-072,0.0037,VAR444
2409-091,0.0037,VAR444
2409-100,0.0037,VAR444
2409-129,0.0037,VAR444
2410-024,0.004,VAR444
2410-038,0.004,VAR444
2410-065,0.004,VAR444
2410-069,0.004,VAR444
2410-109,0.004,VAR444
2410-110,0.004,VAR444
2411-001,0.004,VAR444
2411-025,0.004,VAR444
2411-043,0.004,VAR444
2411-055,0.004,VAR444
2411-099,0.004,VAR444
