Cód. artículo;Artículo;Tipo unidad (Obsoleto);Precio estándar;Precio compra;Ultimo precio compra;Familia;Línea;Tipo;Obsoleto;Peso;Peso neto artículo;
RACION001;RACION-CARRILLERA  DE CERDO;Uds;2,7100;0,0000;0;CARNES;FOODVAC;CONGELAD;No;0,2;;
RACION002;RACIÓN -COCHINILLO DESHUESADO;Uds;3,6000;0,0000;0;CARNES;FOODVAC;CONGELAD;No;0,16;;
RACION003;RACIÓN-1/2 CODILLO DE CERDO CON HUESO;Uds;1,9200;0,0000;0;CARNES;FOODVAC;CONGELAD;No;0,25;;
RACION005;RACION-MANITAS DE CERDO;Uds;1,8884;0,0000;0;CARNES;FOODVAC;AMBIENTE;No;0,17;;
RACION007;BOLSA 1KG- SECRETO DE CERDO IBERICO;Uds;11,6400;0,0000;0;CARNES;FOODVAC;CONGELAD;No;1;;
RACION008;RACION- SECRETO DE CERDO IBERICO;Uds;3,0700;0,0000;0;CARNES;FOODVAC;CONGELAD;No;0,22;;
RACION010;RACION-COSTILLA DE CERDO IBERICO;Uds;0,0000;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;0,17;;
RACION012;RACION-CORDERO  DESHUESADO;Uds;3,5200;0,0000;0;CARNES;FOODVAC;CONGELAD;No;0,17;;
RACION013;BOLSA 0,700 VARIABLE-CARRILLERA  DE VACUNO+SALSA;Uds;9,6273;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;0,7;;
RACION014;RACION-CARRILLERA DE VACUNO MOLDEADA+SALSA;Uds;1,8967;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;0,17;;
RACION016;RACION-RABO DE VACUNO +SALSA;Uds;5,9600;0,0000;0;CARNES;FOODVAC;CONGELAD;No;0,17;;
RACION017;RACION-TERRINA DE MELOSO DE VACUNO+ SALSA;Uds;3,3600;0,0000;0;CARNES;FOODVAC;CONGELAD;No;0,17;;
RACION019;BOLSITA-SALSA DE VACUNO;Cajas;1,0200;0,0000;0;CARNES;FOODVAC;CONGELAD;No;0,2;;
RACION020;RACION- PINTADA RELLENA DE SETAS Y FOIE;Uds;2,1802;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;0,2;;
RACION021;RACION- PICANTON RELLENO DE JAMON IBERICO Y TRUFA NEGRA;Uds;0,0000;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;0,2;;
RACION029;RACION- CODILLO DE CERDO DESHUESADO;Uds;1,5948;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;0,17;;
RACION031;BOLSA 0,500KG-PULLED PORK;Uds;4,9100;0,0000;0;CARNES;FOODVAC;CONGELAD;No;0,5;;
RACION037;BOLSA 0,500 KG PULLED CHICKEN;Uds;0,0000;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;0,5;;
RACION038;RACION-COCHINILLO CON HUESO;Uds;0,0000;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;0,25;;
RACION039;RACION-TERRINA DE OREJA DE CERDO;Uds;2,0300;0,0000;0;CARNES;FOODVAC;CONGELAD;No;0,17;;
RACION040;BOLSA 0.500 gr STICK CORDERO;Kg;34,7800;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;0,5;;
RACION041;RACION DELANTERO DE VACUNO;Uds;2,9600;0,0000;0;CARNES;FOODVAC;CONGELAD;No;0,25;;
RACION044;RACION- PICANTON CONFITADO;Uds;2,5400;0,0000;0;CARNES;FOODVAC;CONGELAD;No;1;;
RACION046;RACION- CARRILLERA DE CERDO AL OPORTO;Uds;2,3500;0,0000;0;CARNES;FOODVAC;CONGELAD;No;1;;
RACION047;RACION- RABO ESTOFADO CON SETAS;Uds;3,6200;0,0000;0;CARNES;FOODVAC;CONGELAD;No;1;;
RACION048;RACION-TERRINA DE CARRILERA DE VACUNO CON RABO + SALSA;Uds;4,2700;0,0000;0;CARNES;FOODVAC;CONGELAD;No;0,17;;
RACION053;BOLSA PULLED PORK BBQ;Uds;4,9100;0,0000;0;CARNES;FOODVAC;CONGELAD;No;0,5;;
RACION054;RACIÓN-CODILLO DE CERDO ENTERO CON PIEL;Uds;0,0000;0,0000;0;CARNES;FOODVAC;CONGELAD;No;0;;
RACION055;RACION MANITAS GUISADAS EN SALSA 1 UD;Cajas;0,0000;0,0000;0;CARNES;FOODVAC;CONGELAD;No;0,404;0,4;
RACION056;RACION ALBONDIGAS DE VACUNO MADURADAS 5 UD;Cajas;0,0000;0,0000;0;CARNES;FOODVAC;CONGELAD;No;0,28866;0,26;
RACION6-001;BLISTER 6- GRATEN DE PATATAS,JAMON Y TRUFA NEGRA;Uds;0,0000;0,0000;0;GRATENES;FOODVAC;CONGELAD;Si;0,1;;
RACION6-002;BLISTER 6- GRATEN DE SETAS  Y FOIE;Uds;0,5611;0,0000;0;GRATENES;FOODVAC;CONGELAD;Si;0,1;;
RACIONFCRO001;RACION- CROQUETAS JAMON IBERICO SIN GLUTEN 1KG;Kg;7,2000;0,0000;0;CARNES;FOODVAC;CONGELAD;No;0;;
RACIONFCRO002;RACION- CROQUETAS QUESO AZUL SIN GLUTEN 1 KG;Kg;7,7200;0,0000;0;CARNES;FOODVAC;CONGELAD;No;0;;
RACIONFCRO003;RACION- CROQUETAS BOLETUS SIN GLUTEN 1 KG;Kg;7,0100;0,0000;0;CARNES;FOODVAC;CONGELAD;No;0;;
RACIONFCRO004;RACION- CROQUETAS CHISTORRA SIN GLUTEN 1 KG;Kg;7,3200;0,0000;0;CARNES;FOODVAC;CONGELAD;No;0;;
RACIONFCRO005;RACION- CROQUETAS BACALAO SIN GLUTEN 1 KG;Kg;6,9200;0,0000;0;CARNES;FOODVAC;CONGELAD;No;0;;
RACIONFCRO006;RACION- CROQUETAS JAMON IBERICO SIN GLUTEN 35 GR 1 KG;Kg;7,2000;0,0000;0;CARNES;FOODVAC;CONGELAD;No;0;;
RACIONFCRO007;RACION- CROQUETAS QUESO AZUL SIN GLUTEN 35 GR 1 KG;Kg;7,7200;0,0000;0;CARNES;FOODVAC;CONGELAD;No;0;;
RACIONFCRO008;RACION- CROQUETAS BOLETUS SIN GLUTEN 35 GR 1 KG;Kg;7,0100;0,0000;0;CARNES;FOODVAC;CONGELAD;No;0;;
RACIONFCRO009;RACION- CROQUETAS CHISTORRA SIN GLUTEN 35 GR 1 KG;Kg;7,3200;0,0000;0;CARNES;FOODVAC;CONGELAD;No;0;;
RACIONFCRO010;RACION- CROQUETAS BACALAO SIN GLUTEN 35 GR 1 KG;Kg;6,9200;0,0000;0;CARNES;FOODVAC;CONGELAD;No;0;;
RACIONFGUA006;RACION- PISTO CASERO;Uds;1,3800;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;1;;
RACIONGUA-001;RACION-ALCACHOFA CONFITADA EN ACEITE DE OLIVA;Uds;0,9200;0,0000;0;GUARNICI;FOODVAC;CONGELAD;No;0,1;;
RACIONGUA-005;BOLSA 0,500 KG - CORAZON/ FLOR DE ALCACHOFA;Uds;3,2100;0,0000;0;GUARNICI;FOODVAC;CONGELAD;No;0,5;;
RACIONPES001;RACION- BACALAO CONFITADO CON AJO;Uds;4,5300;0,0000;0;PESCADO;FOODVAC;CONGELAD;No;0,17;;
RACIONPES002;RACION-SALMON CON ACEITE DE LIMON Y VAINILLA;Uds;0,0000;0,0000;0;PESCADO;FOODVAC;CONGELAD;Si;0,16;;
RACIONPES003;RACION-MERLUZA CONFITADA;Cajas;2,2384;0,0000;0;PESCADO;FOODVAC;CONGELAD;No;0,18;;
RACIONPES004;RACION- CORVINA CONFITADA;Uds;4,4200;0,0000;0;PESCADO;FOODVAC;CONGELAD;No;0,17;;
RACIONPES005;RACION-SALMON CONFITADO;Uds;3,0556;0,0000;0;PESCADO;FOODVAC;CONGELAD;No;0,16;;
RACIONPES006;RACION- RODABALLO;Uds;4,4200;0,0000;0;PESCADO;FOODVAC;CONGELAD;No;0,17;;
RACIONPOS005;BLISTER 6-BROWNIE DE CHOCOLATE SIN GLUTEN;Uds;4,5000;0,0000;0;POSTRES;FOODVAC;CONGELAD;No;0,1;;
RACIONPOS008;BLISTER 6- COULAND CHOCOLATE HORNO SIN GLUTEN;Uds;2,8710;0,0000;0;POSTRES;FOODVAC;CONGELAD;No;0,1;;
RACIONPOS009;BLISTER 6- COULAND CHOCOLATE MICROONDAS SIN GLUTEN;Uds;4,3200;0,0000;0;POSTRES;FOODVAC;CONGELAD;No;0,1;;
RACIONPOS010;BLISTER 6- COULAND CHOCOLATE MICRO. BLANCO SIN GLUTEN;Cajas;4,6200;0,0000;0;POSTRES;FOODVAC;CONGELAD;No;0,1;;
RACIONPOS011;BLISTER 6 - TARTA DE QUESO 100g;Cajas;5,1600;0,0000;0;POSTRES;FOODVAC;CONGELAD;No;0,2;;
RACIONPOS012;RACION- CARROT CAKE SIN GLUTEN;Cajas;0,4696;0,0000;0;POSTRES;FOODVAC;CONGELAD;Si;0,6;;
RACIONPOS013;BLISTER 6- BROWNIE BLANCO SIN GLUTEN RACIÓN;Uds;0,0000;0,0000;0;POSTRES;FOODVAC;CONGELAD;Si;0,1;;
RACIONPOS016;1 UD - TORRIJAS;Cajas;0,8800;0,0000;0;POSTRES;FOODVAC;CONGELAD;No;0,15;;
RACIONPOS017;TARTA DE QUESO ESTILO MANCHEGO 1KG SIN GLUTEN;Uds;23,8778;0,0000;0;POSTRES;FOODVAC;CONGELAD;No;0;1;
RACIONPOS018;BLISTER 6- COULAND PISTACHO MICROONDAS SIN GLUTEN;Cajas;0,0000;0,0000;0;POSTRES;FOODVAC;CONGELAD;No;0,66;0,1;
RACIONPOS019;BLISTER 6- COULAND LOTUS MICROONDAS SIN GLUTEN;Cajas;0,0000;0,0000;0;POSTRES;FOODVAC;CONGELAD;No;0;0,1;
RACIONPOSSCC006;RACION- ESTUCHE COULAND 90 gr;Cajas;0,4734;0,0000;0;POSTRES;SELCHEF;CONGELAD;No;0,1;;
RACIONPREM001;RACION- SELECCIÓN SECRETO DE CERDO IBÉRICO;Uds;3,4886;0,0000;0;CARNES;FOODVAC;CONGELAD;No;0;;
RACIONPREM002;BOLSA 1 KG- SELECCIÓN SECRETO DE CERDO IBÉRICO;Uds;13,4514;0,0000;0;CARNES;FOODVAC;CONGELAD;No;0;;
RACIONSCRE010;RACION- SECRETO CON PX Y PATATAS CONFITADAS;Uds;1,8798;0,0000;0;CARNES;SELCHEF;REFRIGER;No;3,5;;
RACIONTAR001;RACION-TARTAR DE SALMON;Uds;1,9300;0,0000;0;TARTARES;FOODVAC;CONGELAD;No;0,1;;
RACIONTAR002;RACION- TARTAR DE ATUN;Uds;1,9800;0,0000;0;TARTARES;FOODVAC;CONGELAD;No;0,1;;
RACIONTAR003;RACION- STEAK TARTAR;Uds;1,8100;0,0000;0;TARTARES;FOODVAC;CONGELAD;No;0,1;;
RACONPOS017;1 UD TARTA DE QUESO ESTILO MANCHEGO 1KG SIN GLUTEN;Cajas;0,0000;0,0000;0;POSTRES;FOODVAC;CONGELAD;No;1,08866;1;
SCARROCES1000;SC ARROCES COMPENSACION;Uds;0,0000;0,0000;0;ARROCES;SELCHEF;REFRIGER;No;0;;
SCCARNES1000;SC CARNES COMPENSACION;Uds;0,0000;0,0000;0;CARNES;SELCHEF;CONGELAD;No;0;;
SCCO001;BROWNIE DE CHOCOLATE SIN GLUTEN;Uds;0,0000;0,0000;0;POSTRES;SELCHEF;CONGELAD;Si;0;;
SCCO002;COULAND MICRO SIN GLUTEN MICROONDAS (90 gr);Uds;11,4492;0,0000;0;POSTRES;SELCHEF;CONGELAD;Si;2,75;;
SCCO003;SECRETO DE CERDO IBERICO CON PATATAS;Uds;0,0000;0,0000;0;CARNES;SELCHEF;REFRIGER;Si;0;;
SCCO004;COULAND DE CHOCOLATE BLANCO MICRO SIN GLUTEN;Uds;0,0000;0,0000;0;POSTRES;SELCHEF;CONGELAD;Si;0;;
SCCO005;TARTAR DE ATUN  12UDS (2X90G);Uds;0,0000;0,0000;0;TARTARES;SELCHEF;CONGELAD;Si;0;;
SCCO006;DISTRIBUIDORES: COULAND MICRO SIN GLUTEN MICROONDAS (90 gr);Uds;10,8186;0,0000;0;POSTRES;SELCHEF;CONGELAD;Si;2,75;;
SCCO007;TARTAR DE ATÚN LA SIRENA (CAJA 12 UDS);Uds;30,1328;0,0000;30,1328;TARTARES;SELCHEF;CONGELAD;Si;2,0282;1,32;
SCCO008;TARTAR DE SALMON LA SIRENA (CAJA 12 UDS);Uds;28,1717;0,0000;28,1717;TARTARES;SELCHEF;CONGELAD;Si;2,0282;1,32;
SCCO009;STEAK TARTAR LA SIRENA (CAJA 12 UDS);Uds;30,2977;0,0000;30,2977;TARTARES;SELCHEF;CONGELAD;Si;2,0282;1,32;
SCCO010;TARTAR DE ATÚN LA SIRENA (ESTUCHE 110 gr);Uds;2,4450;0,0000;2,5111;TARTARES;SELCHEF;CONGELAD;Si;0,169;0,11;
SCCO011;TARTAR DE SALMON LA SIRENA (ESTUCHE 110 gr);Uds;2,3320;0,0000;2,3476;TARTARES;SELCHEF;CONGELAD;Si;0,169;0,11;
SCCO012;STEAK TARTAR LA SIRENA (ESTUCHE 110 gr);Uds;2,3880;0,0000;2,5248;TARTARES;SELCHEF;CONGELAD;Si;0,169;0,11;
SCCO013;TARTAR DE ATÚN LA SIRENA (ESTUCHE 100 gr);Uds;2,0711;0,0000;0;TARTARES;SELCHEF;CONGELAD;No;0,169;0,1;
SCCO014;TARTAR DE SALMON LA SIRENA (ESTUCHE 100 gr);Uds;2,3320;0,0000;0;TARTARES;SELCHEF;CONGELAD;Si;0,169;0,1;
SCCO015;STEAK TARTAR LA SIRENA (ESTUCHE 100 gr);Uds;2,0962;0,0000;0;TARTARES;SELCHEF;CONGELAD;No;0,169;0,1;
SCCO016;RABO ESTOFADO / CARRILLERA AL OPORTO 3+3 ALDI;Uds;18,7642;0,0000;0;CARNES;SELCHEF;CONGELAD;No;2,11;1.71;
SCEXP001;TUNA TARTARE 12UDS (2X100G);Uds;0,0000;0,0000;0;TARTARES;SELCHEF;CONGELAD;Si;2,94;;
SCEXP002;SALMON TARTARE 12UDS (2X100G);Uds;0,0000;0,0000;0;TARTARES;SELCHEF;CONGELAD;Si;2,94;;
SCEXP003;STEAK TARTARE 12UDS (2X100G);Uds;0,0000;0,0000;0;TARTARES;SELCHEF;CONGELAD;Si;2,94;;
SCEXP004;IBERIAN PORK FILLETS WITH CONFITED POTATOES 8/250G;Uds;0,0000;0,0000;0;CARNES;SELCHEF;CONGELAD;Si;2,54;;
SCEXP005;VEAL CHEEK WITH ARTICHOKES 8UDS 300G;Uds;0,0000;0,0000;0;CARNES;SELCHEF;CONGELAD;Si;2,94;;
SCEXP006;BONED LAMB WITH CARROTS AND HERBS 8UDS 300G;Uds;0,0000;0,0000;0;CARNES;SELCHEF;CONGELAD;Si;2,94;;
SCEXP007;VEAL TAIL WITH CREAMY MASHED POTATO 8UDS 350G;Uds;0,0000;0,0000;0;CARNES;SELCHEF;CONGELAD;Si;3,34;;
SCEXP008;CHOCOLATE COULAND MICRO 12UDS (2X100G);Uds;0,0000;0,0000;0;POSTRES;SELCHEF;CONGELAD;Si;2,94;;
SCEXP009;WHITE CHOCOLATE COULAND MICRO 12UDS (2X100G);Uds;0,0000;0,0000;0;POSTRES;SELCHEF;CONGELAD;Si;2,94;;
SCEXP010;CHOCOLATE BROWNIE WITH NUTS 12UDS (2X100G);Uds;0,0000;0,0000;0;POSTRES;SELCHEF;CONGELAD;Si;2,94;;
SCPOSTRES1000;SC POSTRES COMPENSACION;Uds;0,0000;0,0000;0;POSTRES;SELCHEF;CONGELAD;No;0;;
SCRE001;CARRILLERA DE TERNERA CON COUS-COUS DE MANGO Y ARA;Uds;0,0000;0,0000;0;CARNES;SELCHEF;REFRIGER;Si;2;;
SCRE002;SECRETO DE CERDO IBERICO CON PATATAS TRUFADAS;Uds;0,0000;0,0000;0;CARNES;SELCHEF;REFRIGER;Si;2;;
SCRE003;CARRILERA DE CERDO CON ALCACHOFAS Y BOLETUS EDULIS;Uds;0,0000;0,0000;0;CARNES;SELCHEF;REFRIGER;Si;2;;
SCRE005;PULARDA ASADA RELLENA DE FOIE,SETAS,MANZANA Y PIST;Uds;28,1038;0,0000;0;CARNES;SELCHEF;REFRIGER;Si;4;;
SCRE006;SALSA DE CIRUELAS;Uds;1,2529;0,0000;0;CARNES;SELCHEF;REFRIGER;Si;0;;
SCRE007;1/4 CORDERO LECHAL CON PATATAS AL ROMERO;Kg;28,4270;0,0000;37,422;CARNES;SELCHEF;REFRIGER;Si;2,6;;
SCRE008;1/2 COCHINILLO CON MANZANAS AL OPORTO;Uds;31,5289;0,0000;0;CARNES;SELCHEF;REFRIGER;Si;3,4;;
SCRE009;CABECERO DE LOMO IBERICO/ PATATAS ROMERO;Uds;18,9833;0,0000;0;CARNES;SELCHEF;REFRIGER;No;3,5;;
SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);Uds;3,3012;0,0000;0;CARNES;SELCHEF;REFRIGER;No;1,8;;
SCRE011;LS PAELLA VALENCIANA RACION INDIVIDUAL (12 RACIONES);Uds;12,5729;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;4,2;;
SCRE012;LS ARROZ DEL SEÑORET RACION INDIVIDUAL (12 RACIONES);Uds;12,1838;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;3,6;;
SCRE013;LS ARROZ AL HORNO RACION INDIVIDUAL  (12 RACIONES);Uds;12,7116;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;4,2;;
SCRE014;LS PAELLA VALENCIANA (4 X 1.4 kg);Uds;12,8904;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;5,6;;
SCRE015;LS ARROZ SECRETO IBÉRICO CON BOLETUS (4 X 1.2 kg);Uds;12,7551;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;4,8;;
SCRE016;LS ARROZ NEGRO (6 X 0.6 kg);Uds;14,7322;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;3,6;;
SCRE017;LS ARROZ VERDURAS  (4 X 300 gr);Uds;4,1667;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;1,2;;
SCRE018;LS ARROZ SECRETO IBÉRICO CON BOLETUS  (4 X 300 gr);Uds;4,4178;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;1,2;;
SCRE019;DISTRIBUIDORES: SECRETO CON PX Y PATATAS CONF (6 ud);Uds;9,9240;0,0000;0;CARNES;SELCHEF;REFRIGER;Si;1,8;;
SCRE020;LS PAELLA VALENCIANA PLANES (12 x 300 gr);Uds;20,0466;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;4,2;;
SCRE021;LS ARROZ DEL A BANDA PLANES (12 RACIONES);Uds;21,4913;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;3,6;;
SCRE022;LS ARROZ AL HORNO PLANES (12 RACIONES);Uds;19,1652;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;4,2;;
SCRE023;LS PAELLA VALENCIANA (6 X 0.7 kg);Uds;14,0454;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;4,2;;
SCRE024;LS ARROZ SECRETO IBÉRICO CON BOLETUS (6 X 0.6 kg);Uds;14,8452;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;3,6;;
SCRE025;LS ARROZ VERDURAS (4 X 300 gr);Uds;5,6086;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;1,2;;
SCRE026;LS ARROZ SECRETO IBÉRICO CON BOLETUS (4 X 300 gr);Uds;6,1717;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;1,2;;
SCRE027;LPC EROSKI PAELLA VALENCIANA;Uds;13,1873;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;7;;
SCRE028;LPC EROSKI ARROZ AL HORNO;Uds;14,0051;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;7;;
SCRE029;LPC EROSKI PAELLA DE VERDURAS;Uds;11,2471;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;7,1;;
SCRE030;A FALTA DE VALIDAR: LS PAELLA MIXTA (4 X 300 gr);Cajas;11,2471;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;1,2;;
SCRE031;LS PAELLA VALENCIANA/  A BANDA ALDI (6 x 350 + 6 x 300);Cajas;19,4434;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;3,9;;
SCRE032;LS FIDEUA/ ARROZ NEGRO ALDI (6 x 300 + 6 x 300);Cajas;18,3593;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;3,6;;
SCRE033;LS PAELLA DE MARISCO CONSUM (4 x 300 gr);Cajas;0,0000;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;0;;
SCRE034;KIT FAJITAS PULLED BBQ CAJA 8 UNIDADES;Uds;12,9440;0,0000;0;FAJITAS;SELCHEF;REFRIGER;Si;3,6;;
SCRE035;KIT FAJITAS TEXMEX CAJA 8 UNIDADES;Uds;13,7641;0,0000;0;FAJITAS;SELCHEF;REFRIGER;Si;3,6;;
SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);Cajas;1,6294;0,0000;0;ARROCES;SELCHEF;REFRIGER;No;0,4447;0,28;
SCRE037;LS PAELLA VALENCIANA/ ARROZ AL HORNO LIDL (7 x 350 + 3 x 350);Uds;18,1230;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;4;;
SCRE038;FIDEUA/ ARROZ NEGRO LIDL (5 x 280 + 5 x 280);Uds;18,1341;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;3,5;;
SCRE039;LS PAELLA DE VERDURAS/ ARROZ DEL SEÑORET LIDL (5 x 300 + 5 x 300);Uds;15,4631;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;3,5;;
SCRE040;LS PALETILLA DE LECHAL MERCADONA LPC;Kg;15,9001;0,0000;0;CARNES;SELCHEF;REFRIGER;Si;1;;
SCRE041;ARROZ NEGRO APETEAT (12 x 280 gr);Uds;23,3447;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;4,1;;
SCRE042;ARROZ SECRETO IBÉRICO CON BOLETUS APETEAT (12 x 280 gr);Uds;26,4216;0,0000;0;ARROCES;SELCHEF;REFRIGER;No;4,1;0,28;
SCRE043;PAELLA VALENCIANA APETEAT (12 x 300 gr);Uds;23,8386;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;4,7;;
SCRE044;KIT FAJITAS PULLED BBQ (1 UNIDAD);Uds;2,1775;0,0000;0;FAJITAS;SELCHEF;REFRIGER;Si;0,45;;
SCRE045;KIT FAJITAS TEXMEX (1 UNIDAD);Uds;2,3043;0,0000;0;FAJITAS;SELCHEF;REFRIGER;Si;0,45;;
SCRE046;ARROZ SECRETO IBÉRICO CON BOLETUS (1 X 280 gr);Uds;1,5889;0,0000;0;ARROCES;SELCHEF;REFRIGER;No;0,3857;0,28;
SCRE047;ARROZ VERDURAS (1 X 280 gr);Uds;1,4888;0,0000;0;ARROCES;SELCHEF;REFRIGER;No;0,3857;0,28;
SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);Uds;3,6448;0,0000;0;CARNES;SELCHEF;REFRIGER;No;0,4352;0,35;
SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);Uds;2,5770;0,0000;0;CARNES;SELCHEF;REFRIGER;No;0,3052;0,22;
SCRE050;CAJA FAJITAS TEX MEX (4 UNIDADES);Uds;9,6825;0,0000;0;CARNES;SELCHEF;REFRIGER;Si;1,6;;
SCRE051;CAJA FAJITAS PULLED PORK BBQ (4 UNIDADES);Uds;8,4309;0,0000;0;CARNES;SELCHEF;REFRIGER;Si;1,6;;
SCRE052;PAELLA VALENCIANA (10 x 300 gr);Uds;18,5115;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;3,8;;
SCRE053;PAELLA VALENCIANA / ARROZ A BANDA / FIDEUA ALDI (4 x 300 + 4 x 280 + 4 x 280);Uds;21,8966;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;3,9;;
SCRE054;CARNE PAPAS LOCAS (1 x 3 kg);Uds;29,3740;0,0000;0;CARNES;FOODVAC;REFRIGER;Si;3;;
SCRE055;ARROZ NEGRO (10 x 280 gr);Uds;18,9461;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;3,8;;
SCRE056;FIDEUA (10 x 280 gr);Uds;17,9729;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;3,8;;
SCRE057;ARROZ NEGRO VAP APETEAT (12 X 280 gr);Uds;21,7503;0,0000;0;ARROCES;SELCHEF;REFRIGER;No;3,8;0,28;
SCRE058;PAELLA VALENCIANA VAP PLANES (12 X 280 gr);Uds;20,0484;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;3,8;3,36;
SCRE059;ARROZ NEGRO VAP (10 X 280 gr);Uds;13,3125;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;3,4154;2,8;
SCRE060;PAELLA VALENCIANA VAP LIDL (10 X 280 gr);Uds;16,9333;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;3,4154;2,8;
SCRE061;FIDEUÁ MARINERA LIDL (10 X 280 gr);Uds;16,8529;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;3,4154;2,8;
SCRE062;PAELLA MIXTA VAP LIDL (10 X 280 gr);Uds;18,2342;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;3,4154;2,8;
SCRE063;PAELLA VALENCIANA VAP / ARROZ A BANDA VAP / FIDEUA MARINERA (4 x 280 gr + 4 x 280 gr + 4 x 280 gr);Uds;21,2658;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;4,043;3,36;
SCRE064;ARROZ NEGRO VAP ECI (1 X 280 GR);Uds;1,7834;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;0,3369;0,28;
SCRE065;PAELLA VALENCIANA VAP ECI (1 X 280 GR);Uds;1,7458;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;0,3369;0,28;
SCRE066;PAELLA MIXTA VAP ECI (1 X 280 GR);Uds;1,8226;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;0,3369;0,28;
SCRE067;GUISO DE MARISCO (1 X 3,2 KG);Uds;17,3303;0,0000;0;GUISOS;SELCHEF;REFRIGER;Si;2,9;;
SCRE068;PREPARADO PAELLA DE MARISCO MERCADONA;Uds;12,5855;0,0000;0;PREP-ARR;SELCHEF;REFRIGER;No;3,6156;3,576;
SCRE069;PAELLA VALENCIANA VAP / FIDEUA MARINERA ALDI (6 x 280 gr + 6 x 280 gr);Uds;24,4668;0,0000;0;ARROCES;SELCHEF;REFRIGER;Si;3,9;3,36;
SCRE070;FIDEUA MARINERA CONSUM (1 X 280 gr);Uds;1,9535;0,0000;0;ARROCES;SELCHEF;REFRIGER;No;0,3857;0,28;
SCRE071;PAELLA VALENCIANA VAP / FIDEUA MARINERA ALDI (5 x 280 gr + 5 x 280 gr);Uds;21,1470;0,0000;0;ARROCES;SELCHEF;REFRIGER;No;3,9;3,36;
SCRE072;PAELLA VALENCIANA VAP / FIDEUA MARINERA ALDI (4 x 280 gr + 4 x 280 gr);Uds;17,4087;0,0000;0;ARROCES;SELCHEF;REFRIGER;No;2,63437;2,240;
SCRE073;PAELLA MIXTA RONDANINI (10 x 300 gr);Cajas;24,0960;0,0000;0;ARROCES;SELCHEF;REFRIGER;No;3,603;;
SCRE074;PAELLA DE VERDURAS RONDANINI (10 x 300 gr);Cajas;18,1867;0,0000;0;ARROCES;SELCHEF;REFRIGER;No;3,603;;
SCTIE001;TARTAR ATUN 12UDS (2X100G);Uds;0,0000;0,0000;0;TARTARES;SELCHEF;CONGELAD;Si;2,94;;
