Fecha Recepción;Nº Orden;Producto;Descripción Producto;Lote Producto;Unidades Fabricadas;Componente;Descripción Componente;Lote Componente;Línea;Familia;Consumo Teórico;Total Teórico;Consumo Unitario;Consumo Total;Coste Unitario;Coste Total
14/02/2025;FV-11084;SEM082;SEMIELABORADO DE ARROZ DE VERDURAS SIN BOLETUS TROZO (BOLSA);100225;281,00;MAT389;HARINA 100% BOLETUS;ALB-687539;COMPONENTE;MATERIA PRIMA;0,04;11,24;0,04;12,00;37,18;446,16
14/02/2025;FV-11097;SEM005;SALSA DE VACUNO (BOLSA);120225;585,00;MAT320;ROUX OSCURO;158549;COMPONENTE;MATERIA PRIMA;0,01;6,08;0,01;6,80;6,62;45,02
14/02/2025;FV-11103;FCAR005;MANITAS DE CERDO DESHUESADAS RACION (CAJA 16 uds);140225;105,00;VAR142;CAJAS CARTON B1 PEQUEÑA;1002659709;COMPONENTE;MATERIAL AUXILIAR;1,02;107,14;1,00;105,00;0,45;46,90
17/02/2025;FV-11104;SEM099;SEMIELABORADO SALSA RABO CON SETAS;130225;158,62;MAT349;TOMATE EN POLVO;K1105856;COMPONENTE;MATERIA PRIMA;0,03;4,47;0,03;4,46;9,62;42,89
17/02/2025;FV-11100;SCRE072;PAELLA VALENCIANA VAP / FIDEUA MARINERA ALDI (4 x 280 gr + 4 x 280 gr);140225;73,00;MAUX015;TAPA CAJA EXPOSITORA;202300648;COMPONENTE;MATERIAL AUXILIAR;1,02;74,49;1,00;73,00;0,13;9,56
17/02/2025;FV-11111;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);140225;14.079,00;MAT344;ARROZ VAPORIZADO S.25 KG;130125/200125;COMPONENTE;MATERIA PRIMA;0,08;1.163,40;0,09;1.215,20;1,33;1.621,08
17/02/2025;FV-11105;SEM130;SEMIELABORADO TARTA DE QUESO UNIDADES;130225;3.471,00;MAT073;ALMIDON DE MAIZ (MAIZENA);S1M353078;COMPONENTE;MATERIA PRIMA;0,00;10,74;0,00;11,01;1,01;11,12
17/02/2025;FV-11107;SEM125;BARQUETA PAELLA VALENCIANA VAP ALDI (1 x 280 gr);140225;293,00;MAT344;ARROZ VAPORIZADO S.25 KG;130125/200125;COMPONENTE;MATERIA PRIMA;0,08;22,50;0,08;23,09;1,33;30,81
17/02/2025;FV-11120;SEM101;SEMIELABORADO POLVOS ARROZ CON SECRETO MERCADONA;150225;12,00;MAT345;FONDO DE CARNE INTERAL;264804;COMPONENTE;MATERIA PRIMA;32,80;393,64;32,80;393,66;3,49;1.374,84
17/02/2025;FV-11104;SEM099;SEMIELABORADO SALSA RABO CON SETAS;130225;158,62;MAT027;VINO TINTO;50205;COMPONENTE;MATERIA PRIMA;0,70;110,69;0,69;110,00;0,81;88,99
17/02/2025;FV-11108;SEM124;BARQUETA FIDEUA MARINERA ALDI (1 x 280 gr);140225;292,00;MAT303;FIDEO NUMERO 4;ALB-VALB24/012330;COMPONENTE;MATERIA PRIMA;0,11;31,33;0,10;29,76;1,24;36,79
17/02/2025;FV-11120;SEM101;SEMIELABORADO POLVOS ARROZ CON SECRETO MERCADONA;150225;12,00;MAT262;PIMENTON DULCE AHUMADO;K1220968-1;COMPONENTE;MATERIA PRIMA;3,28;39,36;3,28;39,37;6,63;260,98
17/02/2025;FV-11108;SEM124;BARQUETA FIDEUA MARINERA ALDI (1 x 280 gr);140225;292,00;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);1070354122;COMPONENTE;MATERIAL AUXILIAR;4,00;1.167,78;4,00;1.168,00;0,00;4,67
17/02/2025;FV-11104;SEM099;SEMIELABORADO SALSA RABO CON SETAS;130225;158,62;SEM122;SEMIELABORADO DE SAL Y PIMIENTA;281224;foodVAC;SEMIELABORADOS;0,05;7,90;0,05;7,87;0,49;3,88
17/02/2025;FV-11111;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);140225;14.079,00;MAT292;BARQUETA ARROCES LS: Q H 40 (180x180x40);ALB-2025/139754;COMPONENTE;MATERIAL AUXILIAR;1,01;14.235,00;1,03;14.444,00;0,07;1.080,41
17/02/2025;FV-11108;SEM124;BARQUETA FIDEUA MARINERA ALDI (1 x 280 gr);140225;292,00;MAUX024;FILM TERMOSELLADORA ULMA 235 PP EVOH PEEL 55MC (1000m);0152166700;COMPONENTE;MATERIAL AUXILIAR;0,26;76,02;0,26;76,04;0,09;7,22
17/02/2025;FV-11120;SEM101;SEMIELABORADO POLVOS ARROZ CON SECRETO MERCADONA;150225;12,00;MAT388;COLORANTE NATURAL TABERNER;158640;COMPONENTE;MATERIA PRIMA;0,28;3,40;0,28;3,40;11,34;38,60
17/02/2025;FV-11108;SEM124;BARQUETA FIDEUA MARINERA ALDI (1 x 280 gr);140225;292,00;MAUX058;ETIQUETA EN C FIDEUA MARINERA ALDI;0140857;COMPONENTE;MATERIAL AUXILIAR;1,11;324,37;1,11;325,00;0,02;7,51
17/02/2025;FV-11095;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);120225;16.418,00;MAUX024;FILM TERMOSELLADORA ULMA 235 PP EVOH PEEL 55MC (1000m);0152166700;COMPONENTE;MATERIAL AUXILIAR;0,23;3.790,97;0,23;3.848,38;0,09;365,21
17/02/2025;FV-11108;SEM124;BARQUETA FIDEUA MARINERA ALDI (1 x 280 gr);140225;292,00;MAT292;BARQUETA ARROCES LS: Q H 40 (180x180x40);ALB-2025/139754;COMPONENTE;MATERIAL AUXILIAR;1,02;297,95;1,08;316,00;0,07;23,64
17/02/2025;FV-11109;SCRE070;FIDEUA MARINERA CONSUM (1 X 280 gr);140225;522,00;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);1070354122;COMPONENTE;MATERIAL AUXILIAR;4,00;2.087,23;4,00;2.088,00;0,00;8,35
17/02/2025;FV-11109;SCRE070;FIDEUA MARINERA CONSUM (1 X 280 gr);140225;522,00;MAT303;FIDEO NUMERO 4;ALB-VALB24/012330;COMPONENTE;MATERIA PRIMA;0,10;54,12;0,10;51,02;1,24;63,07
17/02/2025;FV-11120;SEM101;SEMIELABORADO POLVOS ARROZ CON SECRETO MERCADONA;150225;12,00;MAT389;HARINA 100% BOLETUS;ALB-687539;COMPONENTE;MATERIA PRIMA;2,30;27,61;2,30;27,62;37,18;1.026,73
17/02/2025;FV-11105;SEM130;SEMIELABORADO TARTA DE QUESO UNIDADES;130225;3.471,00;MAT033;AZUCAR;L247483;COMPONENTE;MATERIA PRIMA;0,02;71,67;0,02;73,22;1,00;73,22
17/02/2025;FV-11107;SEM125;BARQUETA PAELLA VALENCIANA VAP ALDI (1 x 280 gr);140225;293,00;MAT292;BARQUETA ARROCES LS: Q H 40 (180x180x40);ALB-2025/139754;COMPONENTE;MATERIAL AUXILIAR;1,02;298,93;1,13;332,00;0,07;24,83
17/02/2025;FV-11120;SEM101;SEMIELABORADO POLVOS ARROZ CON SECRETO MERCADONA;150225;12,00;MAT388;COLORANTE NATURAL TABERNER;158640-1;COMPONENTE;MATERIA PRIMA;1,37;16,42;1,37;16,42;11,34;186,20
17/02/2025;FV-11104;SEM099;SEMIELABORADO SALSA RABO CON SETAS;130225;158,62;VAR113;ETIQUETA BLANCA P.P 90*60 ADH.FUERTE;0141986;COMPONENTE;MATERIAL AUXILIAR;1,02;161,86;0,11;17,00;0,01;0,16
17/02/2025;FV-11111;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);140225;14.079,00;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;ALB-3255RIB25;COMPONENTE;MATERIAL AUXILIAR;0,03;479,81;0,03;480,00;0,23;111,74
17/02/2025;FV-11107;SEM125;BARQUETA PAELLA VALENCIANA VAP ALDI (1 x 280 gr);140225;293,00;MAUX024;FILM TERMOSELLADORA ULMA 235 PP EVOH PEEL 55MC (1000m);0152166700;COMPONENTE;MATERIAL AUXILIAR;0,26;76,28;0,26;76,30;0,09;7,24
17/02/2025;FV-11111;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);140225;14.079,00;MAUX024;FILM TERMOSELLADORA ULMA 235 PP EVOH PEEL 55MC (1000m);0152166700;COMPONENTE;MATERIAL AUXILIAR;0,23;3.298,82;0,23;3.300,12;0,09;313,18
17/02/2025;FV-11111;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);140225;14.079,00;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;ALB-2622RIB25;COMPONENTE;MATERIAL AUXILIAR;0,05;692,73;0,05;693,00;0,23;161,33
17/02/2025;FV-11106;FPOS015;TARTA DE QUESO SIN GLUTEN RACION (36 ud);130225;95,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;241123;COMPONENTE;MATERIAL AUXILIAR;1,02;96,93;1,26;120,00;0,02;1,92
17/02/2025;FV-11109;SCRE070;FIDEUA MARINERA CONSUM (1 X 280 gr);140225;522,00;MAUX024;FILM TERMOSELLADORA ULMA 235 PP EVOH PEEL 55MC (1000m);0152166700;COMPONENTE;MATERIAL AUXILIAR;0,26;135,88;0,26;135,93;0,09;12,90
17/02/2025;FV-11095;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);120225;16.418,00;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;ALB-2622RIB25;COMPONENTE;MATERIAL AUXILIAR;0,08;1.347,59;0,08;1.368,00;0,23;318,47
17/02/2025;FV-11107;SEM125;BARQUETA PAELLA VALENCIANA VAP ALDI (1 x 280 gr);140225;293,00;MAUX057;ETIQUETA EN C PAELLA VALENCIANA ALDI;0143747;COMPONENTE;MATERIAL AUXILIAR;1,11;325,53;1,11;326,00;0,02;6,39
17/02/2025;FV-11104;SEM099;SEMIELABORADO SALSA RABO CON SETAS;130225;158,62;MAUX018;BOLSA VACIO 40x60 LORE140 MICRAS ENVASADO PLANCHAS;ALB-20240655;COMPONENTE;MATERIAL AUXILIAR;0,10;15,86;0,03;4,00;0,30;1,20
17/02/2025;FV-11095;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);120225;16.418,00;MAT292;BARQUETA ARROCES LS: Q H 40 (180x180x40);-2025/139358;COMPONENTE;MATERIAL AUXILIAR;0,70;11.503,76;0,71;11.678,00;0,07;873,51
17/02/2025;FV-11095;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);120225;16.418,00;MAUX042;ETIQUETA EN C MERCADONA ARROZ DE SECRETO;0143215;COMPONENTE;MATERIAL AUXILIAR;1,07;17.627,02;1,09;17.894,00;0,02;393,67
17/02/2025;FV-11100;SCRE072;PAELLA VALENCIANA VAP / FIDEUA MARINERA ALDI (4 x 280 gr + 4 x 280 gr);140225;73,00;VAR113;ETIQUETA BLANCA P.P 90*60 ADH.FUERTE;0141986;COMPONENTE;MATERIAL AUXILIAR;1,02;74,49;1,03;75,00;0,01;0,73
17/02/2025;FV-11109;SCRE070;FIDEUA MARINERA CONSUM (1 X 280 gr);140225;522,00;MAUX060;ETIQUETA EN C FIDEUA CONSUM;0143749;COMPONENTE;MATERIAL AUXILIAR;1,11;579,79;1,11;580,00;0,02;11,37
17/02/2025;FV-11106;FPOS015;TARTA DE QUESO SIN GLUTEN RACION (36 ud);130225;95,00;MAT196;FILM BOBINA GRANDE (1000 M X BOBINA ANCHO 450)  FLOWPACK;005-OF-24-001280;COMPONENTE;MATERIAL AUXILIAR;2,40;227,99;2,40;228,00;0,14;32,17
17/02/2025;FV-11095;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);120225;16.418,00;MAT104;PAPEL SULFURIZADO;ALB-2500403;COMPONENTE;MATERIAL AUXILIAR;0,03;449,20;0,03;456,00;0,05;22,34
17/02/2025;FV-11095;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);120225;16.418,00;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);1070354122;COMPONENTE;MATERIAL AUXILIAR;3,99;65.503,49;2,59;42.444,00;0,00;169,78
17/02/2025;FV-11106;FPOS015;TARTA DE QUESO SIN GLUTEN RACION (36 ud);130225;95,00;VAR118;CAJAS CARTON B1 MEDIANA;1002612418;COMPONENTE;MATERIAL AUXILIAR;1,02;96,94;1,00;95,00;0,35;33,00
17/02/2025;FV-11095;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);120225;16.418,00;MAT292;BARQUETA ARROCES LS: Q H 40 (180x180x40);ALB-2025/139754;COMPONENTE;MATERIAL AUXILIAR;0,31;5.091,88;0,31;5.169,00;0,07;386,64
17/02/2025;FV-11111;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);140225;14.079,00;MAT104;PAPEL SULFURIZADO;ALB-2500403;COMPONENTE;MATERIAL AUXILIAR;0,03;386,33;0,03;392,00;0,05;19,21
17/02/2025;FV-11109;SCRE070;FIDEUA MARINERA CONSUM (1 X 280 gr);140225;522,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;241123;COMPONENTE;MATERIAL AUXILIAR;0,03;17,38;0,06;30,00;0,02;0,48
17/02/2025;FV-11122;SEM133;JUGO DE COCCION (CARRILLERA VACUNO);110225;68,84;MAUX002;FILM BASE 200 MC (350 M X BOBINA ANCHO 423) ULMA;ALB-2243122;COMPONENTE;MATERIAL AUXILIAR;0,51;35,40;0,51;35,41;0,47;16,81
17/02/2025;FV-11106;FPOS015;TARTA DE QUESO SIN GLUTEN RACION (36 ud);130225;95,00;MAUX066;BANDEJA POSTRES PET;ALB-1004638726;COMPONENTE;MATERIAL AUXILIAR;6,32;599,95;6,33;601,00;0,14;83,96
17/02/2025;FV-11112;FCAR046;CARRILLERA DE CERDO AL OPORTO (CAJA 12 uds x 220 gr);150225;135,00;MAT183;ETIQUETA P.P 110*110 IMPRESA;0142039;COMPONENTE;MATERIAL AUXILIAR;12,24;1.652,86;12,59;1.700,00;0,02;37,06
17/02/2025;FV-11106;FPOS015;TARTA DE QUESO SIN GLUTEN RACION (36 ud);130225;95,00;MAT183;ETIQUETA P.P 110*110 IMPRESA;0142039;COMPONENTE;MATERIAL AUXILIAR;1,02;96,93;1,26;120,00;0,02;2,62
17/02/2025;FV-11111;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);140225;14.079,00;MAUX042;ETIQUETA EN C MERCADONA ARROZ DE SECRETO;0143215;COMPONENTE;MATERIAL AUXILIAR;1,09;15.339,00;1,09;15.345,00;0,02;337,59
17/02/2025;FV-11104;SEM099;SEMIELABORADO SALSA RABO CON SETAS;130225;158,62;MAT033;AZUCAR;L247483;COMPONENTE;MATERIA PRIMA;0,07;10,99;0,07;10,94;1,00;10,94
17/02/2025;FV-11109;SCRE070;FIDEUA MARINERA CONSUM (1 X 280 gr);140225;522,00;MAT292;BARQUETA ARROCES LS: Q H 40 (180x180x40);ALB-2025/139754;COMPONENTE;MATERIAL AUXILIAR;1,02;532,60;1,03;537,00;0,07;40,17
17/02/2025;FV-11122;SEM133;JUGO DE COCCION (CARRILLERA VACUNO);110225;68,84;MAUX001;FILM TAPA 100 MC (500 M X BOBINA ANCHO 418) ULMA;CBK14120220;COMPONENTE;MATERIAL AUXILIAR;0,51;35,40;0,51;35,41;0,24;8,43
17/02/2025;FV-11112;FCAR046;CARRILLERA DE CERDO AL OPORTO (CAJA 12 uds x 220 gr);150225;135,00;VAR142;CAJAS CARTON B1 PEQUEÑA;1002659709;COMPONENTE;MATERIAL AUXILIAR;1,02;137,74;1,00;135,00;0,45;60,30
17/02/2025;FV-11106;FPOS015;TARTA DE QUESO SIN GLUTEN RACION (36 ud);130225;95,00;SEM130;SEMIELABORADO TARTA DE QUESO UNIDADES;130225;foodVAC;SEMIELABORADOS;36,00;3.419,76;36,35;3.453,00;0,63;2.188,17
17/02/2025;FV-11105;SEM130;SEMIELABORADO TARTA DE QUESO UNIDADES;130225;3.471,00;MAT021;HUEVO PASTEURIZADO ARTEOVO;201625;COMPONENTE;MATERIA PRIMA;0,00;17,30;0,01;17,61;2,70;47,54
17/02/2025;FV-11105;SEM130;SEMIELABORADO TARTA DE QUESO UNIDADES;130225;3.471,00;MAT013;NATA LIQUIDA;250327;COMPONENTE;MATERIA PRIMA;0,02;85,47;0,03;87,01;4,76;414,44
17/02/2025;FV-11105;SEM130;SEMIELABORADO TARTA DE QUESO UNIDADES;130225;3.471,00;MAT166;QUESO CREMETTE;324;COMPONENTE;MATERIA PRIMA;0,05;166,40;0,05;170,00;5,76;979,20
17/02/2025;FV-11105;SEM130;SEMIELABORADO TARTA DE QUESO UNIDADES;130225;3.471,00;MAT013;NATA LIQUIDA;4043854-3;COMPONENTE;MATERIA PRIMA;0,01;24,46;0,01;24,90;4,76;118,60
17/02/2025;FV-11109;SCRE070;FIDEUA MARINERA CONSUM (1 X 280 gr);140225;522,00;MAT297;LANGOSTINO VANAMEY 50/60;1539-4;COMPONENTE;MATERIA PRIMA;0,02;8,24;0,02;11,42;5,40;61,67
17/02/2025;FV-11100;SCRE072;PAELLA VALENCIANA VAP / FIDEUA MARINERA ALDI (4 x 280 gr + 4 x 280 gr);140225;73,00;SEM125;BARQUETA PAELLA VALENCIANA VAP ALDI (1 x 280 gr);140225;SC;SEMIELABORADOS;4,00;291,99;4,00;292,00;1,18;343,63
17/02/2025;FV-11107;SEM125;BARQUETA PAELLA VALENCIANA VAP ALDI (1 x 280 gr);140225;293,00;SEM112;SEMIELABORADO PAELLA VALENCIANA VAP. (BOLSA);310125;SC;SEMIELABORADOS;0,03;8,76;0,03;9,00;17,45;157,05
17/02/2025;FV-11108;SEM124;BARQUETA FIDEUA MARINERA ALDI (1 x 280 gr);140225;292,00;SEM126;SEMIELABORADO FIDEUA MARINERA (BOLSA);200125;SC;SEMIELABORADOS;0,03;7,39;0,02;7,00;15,03;105,21
17/02/2025;FV-11100;SCRE072;PAELLA VALENCIANA VAP / FIDEUA MARINERA ALDI (4 x 280 gr + 4 x 280 gr);140225;73,00;SEM124;BARQUETA FIDEUA MARINERA ALDI (1 x 280 gr);140225;SC;SEMIELABORADOS;4,00;291,99;4,00;292,00;1,14;334,08
17/02/2025;FV-11109;SCRE070;FIDEUA MARINERA CONSUM (1 X 280 gr);140225;522,00;SEM126;SEMIELABORADO FIDEUA MARINERA (BOLSA);200125;SC;SEMIELABORADOS;0,02;12,73;0,02;12,00;15,03;180,37
17/02/2025;FV-11095;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);120225;16.418,00;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);120225;SC;SEMIELABORADOS;0,02;395,02;0,02;401,00;18,73;7.512,69
17/02/2025;FV-11095;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);120225;16.418,00;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);020225;SC;SEMIELABORADOS;0,00;54,18;0,00;55,00;18,97;1.043,54
17/02/2025;FV-11112;FCAR046;CARRILLERA DE CERDO AL OPORTO (CAJA 12 uds x 220 gr);150225;135,00;SEM096;SEMIELABORADO CARRILLERA DE CERDO AL OPORTO;150225;SC;SEMIELABORADOS;12,00;1.619,91;12,00;1.620,00;1,68;2.715,77
17/02/2025;FV-11111;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);140225;14.079,00;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);120225;SC;SEMIELABORADOS;0,03;386,33;0,03;392,00;18,73;7.344,08
17/02/2025;FV-11111;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);140225;14.079,00;MAT296;AJO TIERNO CONGELADO;271124-1;COMPONENTE;MATERIA PRIMA;0,02;214,41;0,02;217,56;3,49;759,72
17/02/2025;FV-11108;SEM124;BARQUETA FIDEUA MARINERA ALDI (1 x 280 gr);140225;292,00;MAT297;LANGOSTINO VANAMEY 50/60;1539-4;COMPONENTE;MATERIA PRIMA;0,01;3,30;0,02;5,05;5,40;27,26
17/02/2025;FV-11108;SEM124;BARQUETA FIDEUA MARINERA ALDI (1 x 280 gr);140225;292,00;MAT297;LANGOSTINO VANAMEY 50/60;1539-2;COMPONENTE;MATERIA PRIMA;0,00;1,31;0,01;2,00;5,40;10,80
17/02/2025;FV-11105;SEM130;SEMIELABORADO TARTA DE QUESO UNIDADES;130225;3.471,00;MAT166;QUESO CREMETTE;354;COMPONENTE;MATERIA PRIMA;0,01;48,94;0,01;50,00;5,76;288,00
17/02/2025;FV-11095;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);120225;16.418,00;MAT296;AJO TIERNO CONGELADO;271124-1;COMPONENTE;MATERIA PRIMA;0,02;249,31;0,02;253,08;3,49;883,76
17/02/2025;FV-11111;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);140225;14.079,00;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);1070354122;COMPONENTE;MATERIAL AUXILIAR;2,13;29.988,27;2,13;30.000,00;0,00;120,00
17/02/2025;FV-11111;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);140225;14.079,00;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);1070358359;COMPONENTE;MATERIAL AUXILIAR;1,87;26.305,71;1,87;26.316,00;0,00;105,26
17/02/2025;FV-11112;FCAR046;CARRILLERA DE CERDO AL OPORTO (CAJA 12 uds x 220 gr);150225;135,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;241123;COMPONENTE;MATERIAL AUXILIAR;1,02;137,74;1,04;140,00;0,02;2,24
17/02/2025;FV-11095;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);120225;16.418,00;MAT344;ARROZ VAPORIZADO S.25 KG;130125/200125;COMPONENTE;MATERIA PRIMA;0,08;1.370,36;0,09;1.414,70;1,33;1.887,21
17/02/2025;FV-11104;SEM099;SEMIELABORADO SALSA RABO CON SETAS;130225;158,62;MAT320;ROUX OSCURO;158549;COMPONENTE;MATERIA PRIMA;0,13;20,03;0,13;19,94;6,62;132,01
17/02/2025;FV-11104;SEM099;SEMIELABORADO SALSA RABO CON SETAS;130225;158,62;MAT359;DEMIGLACE;158130;COMPONENTE;MATERIA PRIMA;0,05;8,69;0,05;8,66;11,42;98,89
17/02/2025;FV-11106;FPOS015;TARTA DE QUESO SIN GLUTEN RACION (36 ud);130225;95,00;MAUX023;ETIQUETA IMPRESA FECHA DE CONSUMO PREFERENTE;11246;COMPONENTE;MATERIAL AUXILIAR;6,12;581,57;6,18;587,00;0,00;0,70
17/02/2025;FV-11100;SCRE072;PAELLA VALENCIANA VAP / FIDEUA MARINERA ALDI (4 x 280 gr + 4 x 280 gr);140225;73,00;MAUX068;CAJA EXPOSITORA ALDI 4+4;1002657257;COMPONENTE;MATERIAL AUXILIAR;1,02;74,49;1,00;73,00;0,27;19,86
17/02/2025;FV-11107;SEM125;BARQUETA PAELLA VALENCIANA VAP ALDI (1 x 280 gr);140225;293,00;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);1070354122;COMPONENTE;MATERIAL AUXILIAR;4,00;1.171,67;4,00;1.172,00;0,00;4,69
18/02/2025;FV-11115;SCRE046;ARROZ SECRETO IBÉRICO CON BOLETUS (1 X 280 gr);170225;3.587,00;MAT292;BARQUETA ARROCES LS: Q H 40 (180x180x40);ALB-2025/139754;COMPONENTE;MATERIAL AUXILIAR;1,02;3.647,50;1,02;3.671,00;0,07;274,59
18/02/2025;FV-11115;SCRE046;ARROZ SECRETO IBÉRICO CON BOLETUS (1 X 280 gr);170225;3.587,00;MAT278;ARROZ REDONDO CAT. EXTRA 25Kg;250125;COMPONENTE;MATERIA PRIMA;0,11;376,84;0,11;380,64;1,10;417,18
18/02/2025;FV-11115;SCRE046;ARROZ SECRETO IBÉRICO CON BOLETUS (1 X 280 gr);170225;3.587,00;MAUX046;ETIQUETA EN C ARROZ DE SECRETO CON BOLETUS;0143252;COMPONENTE;MATERIAL AUXILIAR;0,24;860,57;0,24;863,00;0,02;18,90
18/02/2025;FV-11115;SCRE046;ARROZ SECRETO IBÉRICO CON BOLETUS (1 X 280 gr);170225;3.587,00;MAUX046;ETIQUETA EN C ARROZ DE SECRETO CON BOLETUS;141840;COMPONENTE;MATERIAL AUXILIAR;0,87;3.114,21;0,87;3.123,00;0,02;69,33
18/02/2025;FV-11126;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);210225;150,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;241123;COMPONENTE;MATERIAL AUXILIAR;0,17;25,52;0,18;27,00;0,02;0,43
18/02/2025;FV-11116;SCRE047;ARROZ VERDURAS (1 X 280 gr);170225;2.260,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;241123;COMPONENTE;MATERIAL AUXILIAR;0,03;75,39;0,04;80,00;0,02;1,28
18/02/2025;FV-11125;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);190225;318,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;241123;COMPONENTE;MATERIAL AUXILIAR;0,17;54,09;0,21;66,00;0,02;1,06
18/02/2025;FV-11116;SCRE047;ARROZ VERDURAS (1 X 280 gr);170225;2.260,00;MAT278;ARROZ REDONDO CAT. EXTRA 25Kg;250125;COMPONENTE;MATERIA PRIMA;0,09;204,48;0,09;201,96;1,10;221,35
18/02/2025;FV-11115;SCRE046;ARROZ SECRETO IBÉRICO CON BOLETUS (1 X 280 gr);170225;3.587,00;MAUX024;FILM TERMOSELLADORA ULMA 235 PP EVOH PEEL 55MC (1000m);0152166700;COMPONENTE;MATERIAL AUXILIAR;0,26;931,43;0,26;934,05;0,09;88,64
18/02/2025;FV-11116;SCRE047;ARROZ VERDURAS (1 X 280 gr);170225;2.260,00;MAT292;BARQUETA ARROCES LS: Q H 40 (180x180x40);ALB-2025/139754;COMPONENTE;MATERIAL AUXILIAR;1,02;2.301,15;1,03;2.330,00;0,07;174,28
18/02/2025;FV-11115;SCRE046;ARROZ SECRETO IBÉRICO CON BOLETUS (1 X 280 gr);170225;3.587,00;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);1070358359;COMPONENTE;MATERIAL AUXILIAR;3,99;14.307,62;4,00;14.348,00;0,00;57,39
18/02/2025;FV-11114;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);170225;648,00;VAR423;CAJA BLANCA (6 UDS ESTUCHES);1002657094;COMPONENTE;MATERIAL AUXILIAR;0,17;110,22;0,17;108,00;0,26;28,36
18/02/2025;FV-11125;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);190225;318,00;MAUX016;ETIQUETA IMPRESA 1426 FECHA DE CADUCIDAD;1;COMPONENTE;MATERIAL AUXILIAR;1,02;324,42;1,02;325,00;0,00;0,39
18/02/2025;FV-11124;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);190225;432,00;MAUX016;ETIQUETA IMPRESA 1426 FECHA DE CADUCIDAD;1;COMPONENTE;MATERIAL AUXILIAR;1,02;440,65;1,02;441,00;0,00;0,53
