Fecha Recepción;Nº Orden;Producto;Descripción Producto;Lote Producto;Unidades Fabricadas;Componente;Descripción Componente;Lote Componente;Línea;Familia;Consumo Teórico;Total Teórico;Consumo Unitario;Consumo Total;Coste Unitario;Coste Total
02/01/2024;FV-8751;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);030124;1.656,00;VAR423;CAJA BLANCA (6 UDS ESTUCHES);1001912600;COMPONENTE;MATERIAL AUXILIAR;0,16;261,14;0,15;256,00;0,26;66,76
02/01/2024;FV-8743;SEM118;BARQUETA FIDEUA MARINERA LIDL (1 x 280);281223;965,00;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);10742231151;COMPONENTE;MATERIAL AUXILIAR;4,00;3.859,00;3,20;3.088,00;0,00;11,43
02/01/2024;FV-8747;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);291223;899,00;MAUX001;FILM TAPA 100 MC (500 M X BOBINA ANCHO 418) ULMA;ALB-2232021;COMPONENTE;MATERIAL AUXILIAR;0,51;462,07;0,42;380,73;0,23;87,57
02/01/2024;FV-8747;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);291223;899,00;MAT183;ETIQUETA P.P 110*110 IMPRESA;0130315-1;COMPONENTE;MATERIAL AUXILIAR;1,00;898,21;1,02;920,00;0,02;18,86
02/01/2024;FV-8755;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);030124;936,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;230905;COMPONENTE;MATERIAL AUXILIAR;0,17;159,13;0,17;158,00;0,02;2,53
02/01/2024;FV-8748;SEM099;SEMIELABORADO SALSA RABO CON SETAS;301223;131,13;SEM122;SEMIELABORADO DE SAL Y PIMIENTA;191223;foodVAC;SEMIELABORADOS;0,05;6,53;0,06;7,46;0,46;3,42
02/01/2024;FV-8747;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);291223;899,00;SEM101;SEMIELABORADO POLVOS ARROZ CON SECRETO MERCADONA;021223;SC;SEMIELABORADOS;0,01;7,73;0,01;8,00;240,69;1.925,54
02/01/2024;FV-8748;SEM099;SEMIELABORADO SALSA RABO CON SETAS;301223;131,13;MAUX018;BOLSA VACIO 40x60 LORE140 MICRAS ENVASADO PLANCHAS;10696594;COMPONENTE;MATERIAL AUXILIAR;0,10;13,11;0,10;13,00;0,30;3,90
02/01/2024;FV-8752;FCAR008;SECRETO DE CERDO IBERICO RACION (CAJA 12 uds);281223;217,00;SEM053;PREPARADO SAL, AJO, ROMERO Y PIMIENTA;181123;foodVAC;SEMIELABORADOS;0,02;4,30;0,03;5,48;1,90;10,39
02/01/2024;FV-8746;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);291223;7.872,00;MAT104;PAPEL SULFURIZADO;1053219203-1;COMPONENTE;MATERIAL AUXILIAR;0,03;216,48;0,03;220,00;0,05;11,35
02/01/2024;FV-8751;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);030124;1.656,00;MAUX029;ESTUCHE CARRILLERA DE CERDO;12302798;COMPONENTE;MATERIAL AUXILIAR;0,16;263,18;0,16;258,00;0,21;54,23
02/01/2024;FV-8751;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);030124;1.656,00;MAUX029;ESTUCHE CARRILLERA DE CERDO;12303225;COMPONENTE;MATERIAL AUXILIAR;0,86;1.426,09;0,84;1.398,00;0,21;293,86
02/01/2024;FV-8727;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);271223;2.052,00;MAUX016;ETIQUETA IMPRESA 1426 FECHA DE CADUCIDAD;S2G2616BI;COMPONENTE;MATERIAL AUXILIAR;1,02;2.093,60;1,00;2.057,00;0,00;2,47
02/01/2024;FV-8753;FCAR019;SALSA DE VACUNO (16 ud);181223;60,00;VAR142;CAJAS CARTON B1 PEQUEÑA;1001782607/1001888791;COMPONENTE;MATERIAL AUXILIAR;1,02;61,22;1,00;60,00;0,41;24,31
02/01/2024;FV-8744;SCRE061;FIDEUÁ MARINERA LIDL (10 X 280 gr);281223;96,00;MAUX015;TAPA CAJA EXPOSITORA;202300648;COMPONENTE;MATERIAL AUXILIAR;1,02;97,96;1,00;96,00;0,13;12,58
02/01/2024;FV-8753;FCAR019;SALSA DE VACUNO (16 ud);181223;60,00;SEM005;SALSA DE VACUNO (BOLSA);181223;foodVAC;SEMIELABORADOS;16,00;959,96;16,00;960,00;0,47;447,26
02/01/2024;FV-8746;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);291223;7.872,00;MAT292;BARQUETA ARROCES LS: Q H 40 (180x180x40);ALB-2023/133919;COMPONENTE;MATERIAL AUXILIAR;1,02;8.028,68;1,01;7.968,00;0,07;596,01
02/01/2024;FV-8727;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);271223;2.052,00;VAR424;ESTUCHE NUEVO SECRETO PX 190x115x45;12302041;COMPONENTE;MATERIAL AUXILIAR;0,04;87,71;0,04;86,00;0,21;17,77
02/01/2024;FV-8727;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);271223;2.052,00;VAR424;ESTUCHE NUEVO SECRETO PX 190x115x45;12303224;COMPONENTE;MATERIAL AUXILIAR;0,98;2.005,01;0,96;1.966,00;0,21;413,25
02/01/2024;FV-8744;SCRE061;FIDEUÁ MARINERA LIDL (10 X 280 gr);281223;96,00;SEM118;BARQUETA FIDEUA MARINERA LIDL (1 x 280);281223;SC;SEMIELABORADOS;10,00;959,94;10,00;960,00;1,29;1.242,34
02/01/2024;FV-8750;SEM096;SEMIELABORADO CARRILLERA DE CERDO AL OPORTO;291223;2.423,00;MAUX001;FILM TAPA 100 MC (500 M X BOBINA ANCHO 418) ULMA;ALB-2232021;COMPONENTE;MATERIAL AUXILIAR;0,09;207,66;0,07;171,06;0,23;39,34
02/01/2024;FV-8746;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);291223;7.872,00;MAT296;AJO TIERNO CONGELADO;22/09/23;COMPONENTE;MATERIA PRIMA;0,02;120,15;0,02;122,10;3,59;438,58
02/01/2024;FV-8751;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);030124;1.656,00;SEM096;SEMIELABORADO CARRILLERA DE CERDO AL OPORTO;291223;SC;SEMIELABORADOS;0,48;787,87;0,48;789,00;1,78;1.407,50
02/01/2024;FV-8751;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);030124;1.656,00;SEM096;SEMIELABORADO CARRILLERA DE CERDO AL OPORTO;221223;SC;SEMIELABORADOS;0,52;865,76;0,52;867,00;1,71;1.481,27
02/01/2024;FV-8743;SEM118;BARQUETA FIDEUA MARINERA LIDL (1 x 280);281223;965,00;SEM109;SEMIELABORADO FIDEUA LIDL/ALDI (BOLSA);131223;SC;SEMIELABORADOS;0,03;24,13;0,03;25,00;17,83;445,84
02/01/2024;FV-8746;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);291223;7.872,00;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);211223;SC;SEMIELABORADOS;0,02;174,17;0,02;177,00;19,52;3.455,09
02/01/2024;FV-8746;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);291223;7.872,00;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);291223;SC;SEMIELABORADOS;0,01;42,31;0,01;43,00;19,79;850,90
02/01/2024;FV-8727;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);271223;2.052,00;SEM046;SC SEMIELABORADO PATATAS CONFITADAS PX;191223;SC;SEMIELABORADOS;0,31;644,56;0,31;645,00;0,59;377,52
02/01/2024;FV-8747;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);291223;899,00;MAT290;SECRETO DE CERDO IBERICO  BARRIGA ARROCES;ALB-VE2/44;COMPONENTE;MATERIA PRIMA;0,97;876,52;0,97;868,21;6,90;5.990,62
02/01/2024;FV-8727;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);271223;2.052,00;SEM047;SC SEMIELABORADO DE SECRETO IBERICO CON PX;041223;SC;SEMIELABORADOS;0,00;7,00;0,00;7,00;1,80;12,60
