;Almacén;Artículo;Descripción;Stock Unidades;Ubicación;Lote/Nº Serie;Lote Interno;Fecha Entrada;Proveedor;Caducidad;Entradas Previstas;Salidas Previstas;Fecha Salida Prevista
False;GENERAL;MAT233;MAGRO DE FALDA DE BOVINO;0,00;MMPP REF;ALB-11021;2206-057;13/06/2022;ROCA 1927 SLU;29/06/2022;;;
False;GENERAL;MAT345;FONDO DE CARNE INTERAL;0,00;SECOS;1010V2/1110V2;2206-058;13/06/2022;INTERAL SA;30/04/2024;;;
False;NAVE 5;MAT345;FONDO DE CARNE INTERAL;0,00;SECOS;1010V2/1110V2;2206-058;13/06/2022;INTERAL SA;30/04/2024;;;
False;NAVE 5;MAT262;PIMENTON DULCE AHUMADO;0,00;SECOS;I0207107-1;2206-059;13/06/2022;MANUFACTURAS CEYLAN SL;28/02/2024;;;
False;GENERAL;MAT262;PIMENTON DULCE AHUMADO;0,00;SECOS;I0207107-1;2206-059;13/06/2022;MANUFACTURAS CEYLAN SL;28/02/2024;;;
False;NAVE 5;MAT222;AJO SECO EN ESCAMAS;0,00;SECOS;I0609724;2206-060;13/06/2022;MANUFACTURAS CEYLAN SL;31/03/2023;;;
False;GENERAL;MAT222;AJO SECO EN ESCAMAS;0,00;SECOS;I0609724;2206-060;13/06/2022;MANUFACTURAS CEYLAN SL;31/03/2023;;;
False;NAVE 5;MAT352;CEBOLLA FRITA SECA;0,00;SECOS;Z0303080;2206-061;13/06/2022;MANUFACTURAS CEYLAN SL;31/03/2023;;;
False;GENERAL;MAT352;CEBOLLA FRITA SECA;0,00;SECOS;Z0303080;2206-061;13/06/2022;MANUFACTURAS CEYLAN SL;31/03/2023;;;
False;CONSUMO INTERNO I+D;MAT352;CEBOLLA FRITA SECA;0,00;;Z0303080;2206-061;13/06/2022;MANUFACTURAS CEYLAN SL;31/03/2023;;;
False;NAVE 5;MAT349;TOMATE EN POLVO;0,00;SECOS;I0608495;2206-062;13/06/2022;MANUFACTURAS CEYLAN SL;30/06/2023;;;
False;GENERAL;MAT349;TOMATE EN POLVO;0,00;SECOS;I0608495;2206-062;13/06/2022;MANUFACTURAS CEYLAN SL;30/06/2023;;;
False;NAVE 5;MAT246;COLORANTE ALIMENTARIO;0,00;SECOS;I0225189;2206-063;13/06/2022;MANUFACTURAS CEYLAN SL;28/02/2026;;;
False;GENERAL;MAT246;COLORANTE ALIMENTARIO;0,00;SECOS;I0225189;2206-063;13/06/2022;MANUFACTURAS CEYLAN SL;28/02/2026;;;
False;NAVE 5;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;0,00;EXPEDICIÓN;ALB-13626RIB22;2206-064;13/06/2022;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;0,00;;ALB-13626RIB22;2206-064;13/06/2022;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL;MAUX021;PALET LOGIFRUIT 81;0,00;;ALB-13626RIB22;2206-065;13/06/2022;LOGIFRUIT IBERIA SLU;;;;
False;NAVE 5;MAUX021;PALET LOGIFRUIT 81;0,00;EXPEDICIÓN;ALB-13626RIB22;2206-065;13/06/2022;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL;MAT021;HUEVO PASTEURIZADO ARTEOVO;0,00;MMPP REF;215322;2206-066;14/06/2022;CALIDAD PASCUAL SA;21/07/2022;;;
False;NAVE 5;MAT021;HUEVO PASTEURIZADO ARTEOVO;0,00;MMPP REF;215322;2206-066;14/06/2022;CALIDAD PASCUAL SA;21/07/2022;;;
False;GENERAL;MAT334;CEBOLLA JULIANA;0,00;MMPP REF;23-D;2206-067;14/06/2022;PATATAS PELADAS GILFA S.L.;21/06/2022;;;
False;GENERAL;MAT327;PIMIENTO ROJO EN TIRAS;0,00;MMPP CONG;2110-2138;2206-068;15/06/2022;DISTRIBUIDORA LEVANTINA DE ALIMENTACIÓN, S.L.;01/04/2024;;;
False;GENERAL;MAT333;ZANAHORIA BASTONES;0,00;MMPP CONG;1329-6;2206-069;15/06/2022;DISTRIBUIDORA LEVANTINA DE ALIMENTACIÓN, S.L.;25/11/2023;;;
False;GENERAL;MAT297;LANGOSTINO VANAMEY 50/60;0,00;MMPP CONG;PR282121-3;2206-070;15/06/2022;DISTRIBUIDORA LEVANTINA DE ALIMENTACIÓN, S.L.;13/07/2023;;;
False;GENERAL;MAT038;CARRILLERA DE CERDO;0,00;MMPP CONG;CZ/150622;2206-071;15/06/2022;INICIATIVAS COMERCIALES DADYMA,S.L.;05/06/2024;;;
False;NAVE 5;MAT038;CARRILLERA DE CERDO;0,00;;CZ/150622;2206-071;15/06/2022;INICIATIVAS COMERCIALES DADYMA,S.L.;05/06/2024;;;
False;NAVE 5;MAT340;HARINA DE BOLETUS;0,00;SECOS;49263;2206-072;15/06/2022;HONGOS DE ZAMORA SL;31/12/2024;;;
False;GENERAL;MAT340;HARINA DE BOLETUS;0,00;SECOS;49263;2206-072;15/06/2022;HONGOS DE ZAMORA SL;31/12/2024;;;
False;NAVE 5;VAR113;ETIQUETA BLANCA P.P 90*60 ADH.FUERTE;0,00;VAR;0121098;2206-073;15/06/2022;S2G INFORMÁTICA S.L.;31/01/2099;;;
False;GENERAL;VAR113;ETIQUETA BLANCA P.P 90*60 ADH.FUERTE;0,00;VAR;0121098;2206-073;15/06/2022;S2G INFORMÁTICA S.L.;31/01/2099;;;
False;GENERAL;MAUX033;ETIQUETA GRANATE 68*43 POLIPROPILENO;0,00;VAR;176808;2206-074;15/06/2022;S2G INFORMÁTICA S.L.;31/01/2099;;;
False;NAVE 5;MAUX033;ETIQUETA GRANATE 68*43 POLIPROPILENO;0,00;VAR;176808;2206-074;15/06/2022;S2G INFORMÁTICA S.L.;31/01/2099;;;
False;GENERAL;MAT307;ESTABILIZADOR S010 DE SALSAS;0,00;SECOS;I0606867;2206-075;15/06/2022;MANUFACTURAS CEYLAN SL;30/06/2024;;;
False;NAVE 5;MAT307;ESTABILIZADOR S010 DE SALSAS;0,00;SECOS;I0606867;2206-075;15/06/2022;MANUFACTURAS CEYLAN SL;30/06/2024;;;
False;GENERAL;MAT328;SAZONADOR TEXMEX;0,00;SECOS;I0613202;2206-076;15/06/2022;MANUFACTURAS CEYLAN SL;30/06/2024;;;
False;NAVE 5;MAT328;SAZONADOR TEXMEX;0,00;SECOS;I0613202;2206-076;15/06/2022;MANUFACTURAS CEYLAN SL;30/06/2024;;;
False;NAVE 5;MAT271;ROMERO MOLIDO;0,00;SECOS;G0922700-3;2206-077;15/06/2022;MANUFACTURAS CEYLAN SL;30/09/2023;;;
False;GENERAL;MAT271;ROMERO MOLIDO;0,00;SECOS;G0922700-3;2206-077;15/06/2022;MANUFACTURAS CEYLAN SL;30/09/2023;;;
False;NAVE 5;MAT137;COBERTURA DE CHOCOLATE BLANCO W2NV-01B GOTAS 10K;0,00;SECOS;22109001;2206-078;15/06/2022;BARRY CALLEBAUT BELGIUM NV;19/04/2023;;;
False;GENERAL;MAT137;COBERTURA DE CHOCOLATE BLANCO W2NV-01B GOTAS 10K;0,00;SECOS;22109001;2206-078;15/06/2022;BARRY CALLEBAUT BELGIUM NV;19/04/2023;;;
False;CONSUMO INTERNO I+D;MAT033;AZUCAR;0,00;;103135327;2206-079;15/06/2022;BROCAL OBRADOR Y RESTAURACION SL;30/06/2026;;;
False;NAVE 5;MAT033;AZUCAR;0,00;SECOS;103135327;2206-079;15/06/2022;BROCAL OBRADOR Y RESTAURACION SL;30/06/2026;;;
False;GENERAL;MAT033;AZUCAR;0,00;SECOS;103135327;2206-079;15/06/2022;BROCAL OBRADOR Y RESTAURACION SL;30/06/2026;;;
False;GENERAL;MAT104;PAPEL SULFURIZADO;0,00;SECOS;103135327-1;2206-080;15/06/2022;BROCAL OBRADOR Y RESTAURACION SL;31/01/2030;;;
False;NAVE 5;MAT104;PAPEL SULFURIZADO;0,00;SECOS;103135327-1;2206-080;15/06/2022;BROCAL OBRADOR Y RESTAURACION SL;31/01/2030;;;
False;GENERAL / 2;MAT332;SALSA BBQ SIN MGS;0,00;GENERAL / 2;H1026394-1;2206-081;10/11/2023;MANUFACTURAS CEYLAN SL;01/10/2023;;;
False;GENERAL;MAT332;SALSA BBQ SIN MGS;0,00;SECOS;H1026394-1;2206-081;10/11/2023;MANUFACTURAS CEYLAN SL;01/10/2023;;;
False;NAVE 5;MAT332;SALSA BBQ SIN MGS;0,00;SECOS;H1026394-1;2206-081;10/11/2023;MANUFACTURAS CEYLAN SL;01/10/2023;;;
False;NAVE 5;MAT328;SAZONADOR TEXMEX;0,00;SECOS;I0613202-1;2206-081;10/11/2023;MANUFACTURAS CEYLAN SL;15/06/2024;;;
False;GENERAL;MAT332;SALSA BBQ SIN MGS;0,00;;I10715381;2206-081;10/11/2023;MANUFACTURAS CEYLAN SL;31/07/2024;;;
False;GENERAL;MAT328;SAZONADOR TEXMEX;0,00;SECOS;I0613202-1;2206-081;10/11/2023;MANUFACTURAS CEYLAN SL;15/06/2024;;;
False;GENERAL / 2;MAT328;SAZONADOR TEXMEX;0,00;GENERAL / 2;I0613202-1;2206-081;10/11/2023;MANUFACTURAS CEYLAN SL;15/06/2024;;;
False;GENERAL / 2;MAT332;SALSA BBQ SIN MGS;0,00;GENERAL / 2;I10715381;2206-081;10/11/2023;MANUFACTURAS CEYLAN SL;31/07/2024;;;
False;NAVE 5;MAT332;SALSA BBQ SIN MGS;0,00;SECOS;I10715381;2206-081;10/11/2023;MANUFACTURAS CEYLAN SL;31/07/2024;;;
False;NAVE 5;MAT323;ACEITE DE SESAMO;0,00;SECOS;VBRENVAJBJ;2206-083;16/06/2022;VALLE ALIMENTACION PROFESIONAL SL;16/06/2024;;;
False;NAVE 5;MAT311;SOLIMON;0,00;SECOS;5258;2206-084;16/06/2022;DERIVADOS CITRICOS SA;30/05/2023;;;
False;GENERAL;MAT311;SOLIMON;0,00;SECOS;5258;2206-084;16/06/2022;DERIVADOS CITRICOS SA;30/05/2023;;;
False;NAVE 5;MAT277;VINO PX;0,00;SECOS;2145;2206-085;17/06/2022;BODEGAS DELGADO SL;17/06/2023;;;
False;GENERAL;MAT277;VINO PX;0,00;;2145;2206-085;17/06/2022;BODEGAS DELGADO SL;17/06/2023;;;
False;NAVE 5;MAT181;OBSOLETO: DEMIGLACE;0,00;SECOS;146430;2206-086;17/06/2022;MANUFACTURAS TABERNER SA;30/06/2023;;;
False;GENERAL;MAT181;OBSOLETO: DEMIGLACE;0,00;SECOS;146430;2206-086;17/06/2022;MANUFACTURAS TABERNER SA;30/06/2023;;;
False;GENERAL;MAT329;RECORTES DE PECHUGA DE POLLO;0,00;MMPP CONG;21660/236;2206-087;20/06/2022;HIJOS DE JUAN PUJANTE SA;07/12/2023;;;
False;GENERAL;MAUX024;FILM TERMOSELLADORA ULMA 235 PP EVOH PEEL 55MC (1000m);0,00;SALAS;310489-1;2206-088;20/06/2022;LINPAC PRAVIA SA;;;;
False;NAVE 5;MAUX024;FILM TERMOSELLADORA ULMA 235 PP EVOH PEEL 55MC (1000m);0,00;SALAS;310489-1;2206-088;20/06/2022;LINPAC PRAVIA SA;;;;
False;GENERAL;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;0,00;EXPEDICIÓN;ALB-14282RIB22;2206-089;20/06/2022;LOGIFRUIT IBERIA SLU;;;;
False;NAVE 5;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;0,00;EXPEDICIÓN;ALB-14282RIB22;2206-089;20/06/2022;LOGIFRUIT IBERIA SLU;;;;
False;NAVE 5;MAUX021;PALET LOGIFRUIT 81;0,00;EXPEDICIÓN;ALB-14282RIB22;2206-090;20/06/2022;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL;MAUX021;PALET LOGIFRUIT 81;0,00;EXPEDICIÓN;ALB-14282RIB22;2206-090;20/06/2022;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL;MAT048;RABO DE VACUNO;0,00;MMPP CONG;ALB-005756;2206-091;22/06/2022;SOCOPA VIANDES - BP;10/05/2024;;;
False;GENERAL;MAT013;NATA LIQUIDA;0,00;MMPP REF;214700333;2206-092;22/06/2022;KAIKU Km0, S.L.;27/10/2023;;;
False;GENERAL;MAT269;NUECES GRANO TROZO LIGHT;0,00;SECOS;2E48202522046.1;2206-093;22/06/2022;FRIT RAVICH, S.L.;15/08/2023;;;
False;NAVE 5;MAT269;NUECES GRANO TROZO LIGHT;0,00;SECOS;2E48202522046.1;2206-093;22/06/2022;FRIT RAVICH, S.L.;15/08/2023;;;
False;GENERAL / 2;MAT269;NUECES GRANO TROZO LIGHT;0,00;;2E48202522046.1;2206-093;22/06/2022;FRIT RAVICH, S.L.;15/08/2023;;;
False;GENERAL;MAT038;CARRILLERA DE CERDO;0,00;MMPP CONG;HR200612;2206-094;22/06/2022;INICIATIVAS COMERCIALES DADYMA,S.L.;05/06/2024;;;
False;GENERAL;MAT035;SECRETO DE CERDO IBERICO PAPADA;0,00;MMPP CONG;ALB-94;2206-095;22/06/2022;GUIJUELO GOURMET SL;02/06/2024;;;
False;CONSUMO INTERNO I+D;MAT154;MARGARINA SUNORO CREMA CJ 20KG;0,00;;22-04083;2206-096;22/06/2022;GRACOMSA ALIMENTARIA;20/01/2023;;;
False;NAVE 5;MAT154;MARGARINA SUNORO CREMA CJ 20KG;0,00;;22-04083;2206-096;22/06/2022;GRACOMSA ALIMENTARIA;20/01/2023;;;
False;GENERAL;MAT154;MARGARINA SUNORO CREMA CJ 20KG;0,00;MMPP REF;22-04083;2206-096;22/06/2022;GRACOMSA ALIMENTARIA;20/01/2023;;;
False;GENERAL;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);0,00;EXPEDICIÓN;1072124187;2206-097;22/06/2022;LINDE GAS ESPAÑA SAU;;;;
False;NAVE 5;MAT196;FILM BOBINA GRANDE (1000 M X BOBINA ANCHO 450)  FLOWPACK;0,00;SALAS;220050;2206-098;22/06/2022;FELIU PACKAGING, S.L.;31/01/2099;;;
False;GENERAL;MAT196;FILM BOBINA GRANDE (1000 M X BOBINA ANCHO 450)  FLOWPACK;0,00;SALAS;220050;2206-098;22/06/2022;FELIU PACKAGING, S.L.;31/01/2099;;;
False;GENERAL;VAR400;BOBINA TAPA PREC. PLÁSTICO 130x150 ARANCO;0,00;EXPEDICIÓN;VA20759191;2206-099;22/06/2022;ARANGUREN COMERCIAL DEL EMBALAJE SLU;31/01/2099;;;
False;CONSUMO INTERNO GENERAL;VAR400;BOBINA TAPA PREC. PLÁSTICO 130x150 ARANCO;0,00;EXPEDICIÓN;VA20759191;2206-099;22/06/2022;ARANGUREN COMERCIAL DEL EMBALAJE SLU;31/01/2099;;;
False;NAVE 5;VAR400;BOBINA TAPA PREC. PLÁSTICO 130x150 ARANCO;0,00;EXPEDICIÓN;VA20759191;2206-099;22/06/2022;ARANGUREN COMERCIAL DEL EMBALAJE SLU;31/01/2099;;;
False;GENERAL;MAT334;CEBOLLA JULIANA;0,00;MMPP REF;24;2206-100;22/06/2022;PATATAS PELADAS GILFA S.L.;30/06/2024;;;
False;CARBÓ;MAT355;MIX DE SETAS CULTIVADAS Y AJO TIERNO;0,00;MMPP CONG;13/06/22;2206-103;22/06/2022;CONGELADOS DE NAVARRA SAU;31/12/2024;;;
False;GENERAL;MAT355;MIX DE SETAS CULTIVADAS Y AJO TIERNO;0,00;MMPP CONG;13/06/22;2206-103;22/06/2022;CONGELADOS DE NAVARRA SAU;31/12/2024;;;
False;GENERAL;MAT326;CORDERO LECHAL (CUELLO);0,00;MMPP CONG;ALB-AV2207034;2206-104;29/07/2022;MORALEJO SELECCION SLU;30/08/2023;;;
False;CARBÓ;MAT326;CORDERO LECHAL (CUELLO);0,00;MMPP CONG;ALB-AV2207034;2206-104;29/07/2022;MORALEJO SELECCION SLU;30/08/2023;;;
False;GENERAL;MAT345;FONDO DE CARNE INTERAL;0,00;SECOS;1611U2/1711U2;2206-105;23/06/2022;INTERAL SA;30/04/2024;;;
False;NAVE 5;MAT345;FONDO DE CARNE INTERAL;0,00;SECOS;1611U2/1711U2;2206-105;23/06/2022;INTERAL SA;30/04/2024;;;
False;GENERAL;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);0,00;EXPEDICIÓN;10721241087-;2206-107;23/06/2022;LINDE GAS ESPAÑA SAU;;;;
False;CONSUMO INTERNO I+D;MAT060;TOMATE FRITO BOTE  2.55  KG;0,00;;2173;2206-109;28/06/2022;INDUSTRIAS ALIMENTARIAS DE NAVARRA SAU;31/12/2026;;;
False;GENERAL / 2;MAT060;TOMATE FRITO BOTE  2.55  KG;0,00;MMPP DESC;2173;2206-109;28/06/2022;INDUSTRIAS ALIMENTARIAS DE NAVARRA SAU;31/12/2026;;;
False;GENERAL;MAT060;TOMATE FRITO BOTE  2.55  KG;0,00;MMPP DESC;2173;2206-109;28/06/2022;INDUSTRIAS ALIMENTARIAS DE NAVARRA SAU;31/12/2026;;;
False;NAVE 5;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;0,00;EXPEDICIÓN;ALB-14830RIB22;2206-110;28/06/2022;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;0,00;;ALB-14830RIB22;2206-110;28/06/2022;LOGIFRUIT IBERIA SLU;;;;
False;NAVE 5;MAUX021;PALET LOGIFRUIT 81;0,00;EXPEDICIÓN;ALB-14830RIB22;2206-111;28/06/2022;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL;MAUX021;PALET LOGIFRUIT 81;0,00;;ALB-14830RIB22;2206-111;28/06/2022;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);0,00;EXPEDICIÓN;1072226406;2206-112;28/06/2022;LINDE GAS ESPAÑA SAU;;;;
False;GENERAL;MAT048;RABO DE VACUNO;0,00;MMPP CONG;ALB-25922645;2206-113;28/06/2022;SOCOPA VIANDES - BP;02/06/2024;;;
False;GENERAL;MAT021;HUEVO PASTEURIZADO ARTEOVO;0,00;MMPP REF;216722;2206-114;28/06/2022;CALIDAD PASCUAL SA;04/08/2022;;;
False;CONSUMO INTERNO I+D;MAT021;HUEVO PASTEURIZADO ARTEOVO;0,00;;216722;2206-114;28/06/2022;CALIDAD PASCUAL SA;04/08/2022;;;
False;GENERAL;MAT312;SALSA DE SOJA;0,00;SECOS;BBOA;2206-116;28/06/2022;VALLE ALIMENTACION PROFESIONAL SL;31/01/2024;;;
False;NAVE 5;MAT312;SALSA DE SOJA;0,00;SECOS;BBOA;2206-116;28/06/2022;VALLE ALIMENTACION PROFESIONAL SL;31/01/2024;;;
False;CONSUMO INTERNO I+D;MAT071;COBERTURA DE CHOCOLATE NEGRO;0,00;;052084;2206-117;28/06/2022;VALRHONA S.A.S;31/03/2024;;;
False;GENERAL;MAT071;COBERTURA DE CHOCOLATE NEGRO;0,00;;052084;2206-117;28/06/2022;VALRHONA S.A.S;31/03/2024;;;
False;NAVE 5;MAT071;COBERTURA DE CHOCOLATE NEGRO;0,00;SECOS;052084;2206-117;28/06/2022;VALRHONA S.A.S;31/03/2024;;;
False;GENERAL;MAT332;SALSA BBQ SIN MGS;0,00;SECOS;I0131801;2206-118;28/06/2022;MANUFACTURAS CEYLAN SL;31/01/2024;;;
False;NAVE 5;MAT332;SALSA BBQ SIN MGS;0,00;SECOS;I0131801;2206-118;28/06/2022;MANUFACTURAS CEYLAN SL;31/01/2024;;;
False;GENERAL;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);0,00;EXPEDICIÓN;1072226406-1;2206-119;28/06/2022;LINDE GAS ESPAÑA SAU;;;;
False;GENERAL;MAT242;GARROFON CONGELADO;0,00;MMPP CONG;2118-1;2206-120;30/06/2022;DISTRIBUIDORA LEVANTINA DE ALIMENTACIÓN, S.L.;28/04/2024;;;
False;GENERAL;MAT241;JUDIA VERDE PLANA TROCEADA;0,00;MMPP CONG;3934152-1;2206-121;30/06/2022;DISTRIBUIDORA LEVANTINA DE ALIMENTACIÓN, S.L.;31/03/2024;;;
False;GENERAL;MAT233;MAGRO DE FALDA DE BOVINO;0,00;MMPP REF;ALB-11961;2206-122;30/06/2022;ROCA 1927 SLU;27/07/2022;;;
False;GENERAL;MAT344;ARROZ VAPORIZADO S.25 KG;0,00;SECOS;060622/290622;2206-123;30/06/2022;MAICERIAS ESPAÑOLAS SA (DACSA);06/06/2024;;;
False;GENERAL / 2;MAT344;ARROZ VAPORIZADO S.25 KG;0,00;EXPEDICIÓN;060622/290622;2206-123;30/06/2022;MAICERIAS ESPAÑOLAS SA (DACSA);06/06/2024;;;
False;GENERAL;MAUX030;TENEDOR DE MADERA;0,00;EXPEDICIÓN;1-1;2206-125;30/06/2022;PUNTO Q PACKAGING SL;;;;
False;NAVE 5;MAUX030;TENEDOR DE MADERA;0,00;;1-1;2206-125;30/06/2022;PUNTO Q PACKAGING SL;;;;
False;GENERAL;MAT261;ÑORA;0,00;SECOS;0002280622;2206-126;30/06/2022;LOZANO BLASCO MARTINEZ DISTRIBUCIONES SL;30/06/2024;;;
False;NAVE 5;MAT262;PIMENTON DULCE AHUMADO;0,00;SECOS;I0628313;2206-127;30/06/2022;MANUFACTURAS CEYLAN SL;30/06/2024;;;
False;CONSUMO INTERNO I+D;MAT262;PIMENTON DULCE AHUMADO;0,00;;I0628313;2206-127;30/06/2022;MANUFACTURAS CEYLAN SL;30/06/2024;;;
False;GENERAL;MAT262;PIMENTON DULCE AHUMADO;0,00;;I0628313;2206-127;30/06/2022;MANUFACTURAS CEYLAN SL;30/06/2024;;;
False;GENERAL;VAR121;PRECINTO;0,00;EXPEDICIÓN;2M/A28T48-1;2206-128;30/06/2022;VOLTER EMBALAJES SL;31/01/2099;;;
False;NAVE 5;VAR121;PRECINTO;0,00;EXPEDICIÓN;2M/A28T48-1;2206-128;30/06/2022;VOLTER EMBALAJES SL;31/01/2099;;;
False;GENERAL;MAT309;ESTUCHE LA SIRENA TARTAR DE SALMÓN;0,00;EXPEDICIÓN;05/05/22;2206-129;30/06/2022;GALERIA GRAFICA SL;31/01/2099;;;
False;NAVE 5;MAT309;ESTUCHE LA SIRENA TARTAR DE SALMÓN;0,00;EXPEPDICIÓN;05/05/22;2206-129;30/06/2022;GALERIA GRAFICA SL;31/01/2099;;;
False;GENERAL;MAUX025;CAJA EUROPOOL 24603;0,00;EXPEDICIÓN;ALB-708028089;2206-130;30/06/2022;EURO POOL SYSTEM ESPAÑA SL;31/01/2099;;;
False;NAVE 5;MAUX025;CAJA EUROPOOL 24603;0,00;EXPEDICIÓN;ALB-708028089;2206-130;30/06/2022;EURO POOL SYSTEM ESPAÑA SL;31/01/2099;;;
False;NAVE 5;MAT027;VINO TINTO;0,00;SECOS;11897-1;2206-131;30/06/2022;ANECOOP S.COOP;30/06/2024;;;
False;GENERAL;MAT027;VINO TINTO;0,00;SECOS;11897-1;2206-131;30/06/2022;ANECOOP S.COOP;30/06/2024;;;
False;GENERAL;MAT265;CONEJO TROCEADO CONGELADO;0,00;MMPP CONG;ALB-ES187;2206-132;30/06/2022;CUNI-HEDRERES SA;10/06/2023;;;
False;GENERAL;FCAR008;SECRETO DE CERDO IBERICO RACION (CAJA 12 uds);0,00;;220619;220619;;;22/12/2020;;;
False;GENERAL;SCRE008;1/2 COCHINILLO CON MANZANAS AL OPORTO;0,00;;220619;220619;;;22/09/2019;;;
False;GENERAL;FAR004;PREPARADO ARROZ SECRETO CON BOLETUS CAJA 4 ud;0,00;;220620;220620;;;22/12/2020;;;
False;GENERAL;FAR005;PREPARADO ARROZ DE VERDURAS CAJA 4 ud;0,00;;220620;220620;;;22/12/2020;;;
False;GENERAL;FCAR002;COCHINILLO DESHUESADO RACION (CAJA 16 uds);0,00;PPAA CONG;220621;220621;;;22/12/2022;;;
False;GENERAL;FCAR024;COCHINILLO DESHUESADO PLANCHA (CAJA 3X 2,15 kg);0,00;;220621;220621;;;22/12/2022;;58,00;23/06/2025
False;GENERAL;SEM059;LS SEMIELABORADO ARROZ DE SECRETO CON BOLETUS (BOLSA);0,00;MMPP REF;220621;220621;;;20/09/2021;;;
False;GENERAL;SCRE045;KIT FAJITAS TEXMEX (1 UNIDAD);0,00;PPAA REF;220622;220622;;;21/08/2022;;;
False;GENERAL;SCRE044;KIT FAJITAS PULLED BBQ (1 UNIDAD);0,00;PPAA REF;220622;220622;;;19/08/2022;;;
False;GENERAL;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);0,00;PPAA REF;220622;220622;;;29/08/2022;;72,00;09/04/2025
False;GENERAL / 2;SEM083;SEMIELABORADO DE ARROZ SECRETO CON HARINA DE BOLETUS (BOLSA);0,00;;220622;220622;;;20/09/2022;;;
False;GENERAL;SEM083;SEMIELABORADO DE ARROZ SECRETO CON HARINA DE BOLETUS (BOLSA);0,00;MMPP REF;220622;220622;;;20/09/2022;;;
False;GENERAL;SCRE047;ARROZ VERDURAS (1 X 280 gr);0,00;PPAA REF;220622;220622;;;22/07/2022;;1.080,00;09/04/2025
False;GENERAL;SCRE043;PAELLA VALENCIANA APETEAT (12 x 300 gr);0,00;PPAA REF;220622;220622;;;22/07/2022;;;
False;GENERAL;SCRE052;PAELLA VALENCIANA (10 x 300 gr);0,00;PPAA REF;220622;220622;;;22/07/2022;;;
False;GENERAL;SEM087;BARQUETA PAELLA VALENCIANA LIDL (1 x 300);0,00;PPAA REF;220622;220622;;;22/07/2022;;;
False;GENERAL;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);0,00;PPAA REF;220622;220622;;;20/09/2022;;504,00;09/04/2025
False;GENERAL;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);0,00;PPAA REF;220622;220622;;;29/08/2022;;432,00;09/04/2025
False;GENERAL;SEM117;BARQUETA PAELLA MIXTA VAP (1 x 280);0,00;PPAA REF;220623;220623;;;22/07/2023;;;
False;GENERAL;FCAR030;CODILLO DE CERDO DESHUESADO (3 X 2,5 KG);0,00;PPAA CONG;220623;220623;;;22/12/2024;;;
False;GENERAL;SEM053;PREPARADO SAL, AJO, ROMERO Y PIMIENTA;0,00;SECOS;220623;220623;;;22/12/2024;;;
False;GENERAL;SCRE063;PAELLA VALENCIANA VAP / ARROZ A BANDA VAP / FIDEUA MARINERA (4 x 280 gr + 4 x 280 gr + 4 x 280 gr);0,00;PPAA REF;220623;220623;;;22/07/2023;;;
False;GENERAL;SEM005;SALSA DE VACUNO (BOLSA);0,00;PPAA CONG;220623;220623;;;22/12/2024;;;
False;GENERAL;SEM113;BARQUETA PAELLA VALENCIANA VAP PLANES/LIDL/APETEAT (1 x 280);0,00;PPAA REF;220623;220623;;;22/07/2023;;;
False;GENERAL;FCAR019;SALSA DE VACUNO (16 ud);0,00;PPAA CONG;220623;220623;;;22/12/2024;;33,00;11/04/2025
False;GENERAL;SCRE061;FIDEUÁ MARINERA LIDL (10 X 280 gr);0,00;PPAA REF;220623;220623;;;22/07/2023;;;
False;GENERAL;SEM115;BARQUETA ARROZ A BANDA VAP (1 x 280);0,00;PPAA REF;220623;220623;;;22/07/2023;;;
False;GENERAL;FCAR007;SECRETO DE CERDO IBERICO kg (CAJA 4kg);0,00;PPAA CONG;220623;220623;;;22/12/2024;;;
False;GENERAL;SCRE062;PAELLA MIXTA VAP LIDL (10 X 280 gr);0,00;PPAA REF;220623;220623;;;22/07/2023;;;
False;GENERAL;FCAR008;SECRETO DE CERDO IBERICO RACION (CAJA 12 uds);0,00;PPAA CONG;220623;220623;;;22/12/2024;;;
