;Almacén;Artículo;Descripción;Stock Unidades;Ubicación;Lote/Nº Serie;Lote Interno;Fecha Entrada;Proveedor;Caducidad;Entradas Previstas;Salidas Previstas;Fecha Salida Prevista
False;GENERAL / 2;MAT278;ARROZ REDONDO CAT. EXTRA 25Kg;0,00;SECOS;181223;2312-075;19/12/2023;MAICERIAS ESPAÑOLAS SA (DACSA);18/12/2024;;;
False;GENERAL / 2;MAT344;ARROZ VAPORIZADO S.25 KG;0,00;SECOS;301123;2312-076;19/12/2023;MAICERIAS ESPAÑOLAS SA (DACSA);30/11/2025;;;
False;GENERAL;MAT344;ARROZ VAPORIZADO S.25 KG;0,00;SECOS;301123;2312-076;19/12/2023;MAICERIAS ESPAÑOLAS SA (DACSA);30/11/2025;;;
False;CONSUMO INTERNO I+D;MAT344;ARROZ VAPORIZADO S.25 KG;0,00;;301123;2312-076;19/12/2023;MAICERIAS ESPAÑOLAS SA (DACSA);30/11/2025;;;
False;GENERAL;MAUX021;PALET LOGIFRUIT 81;0,00;EXPEDICIÓN;ALB-30590RIB23;2312-077;19/12/2023;LOGIFRUIT IBERIA SLU;;;;
False;NAVE 5;MAUX021;PALET LOGIFRUIT 81;0,00;EXPEDICIÓN;ALB-30590RIB23;2312-077;19/12/2023;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;0,00;EXPEDICIÓN;ALB-30590RIB23;2312-078;19/12/2023;LOGIFRUIT IBERIA SLU;;;;
False;NAVE 5;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;0,00;EXPEDICIÓN;ALB-30590RIB23;2312-078;19/12/2023;LOGIFRUIT IBERIA SLU;;;;
False;NAVE 5;MAUX025;CAJA EUROPOOL 24603;0,00;;ALB-715256846;2312-079;19/12/2023;EURO POOL SYSTEM ESPAÑA SL;19/12/2099;;;
False;GENERAL;MAUX025;CAJA EUROPOOL 24603;0,00;EXPEDICIÓN;ALB-715256846;2312-079;19/12/2023;EURO POOL SYSTEM ESPAÑA SL;19/12/2099;;;
False;GENERAL;MAUX041;RIBBON REF. YNP3M2 OUT 110 X 300;0,00;VAR;ALB-SC2023000642;2312-080;20/12/2023;S2G INFORMÁTICA S.L.;;;;
False;NAVE 5;MAUX041;RIBBON REF. YNP3M2 OUT 110 X 300;0,00;VAR;ALB-SC2023000642;2312-080;20/12/2023;S2G INFORMÁTICA S.L.;;;;
False;NAVE 5;MAUX042;ETIQUETA EN C MERCADONA ARROZ DE SECRETO;0,00;EXPEDICIÓN;72952;2312-081;11/03/2024;S2G INFORMÁTICA S.L.;;;;
False;GENERAL;MAUX042;ETIQUETA EN C MERCADONA ARROZ DE SECRETO;0,00;EXPEDICIÓN;72952;2312-081;11/03/2024;S2G INFORMÁTICA S.L.;;;;
False;VIRTUAL INCIDENCIAS;MAUX042;ETIQUETA EN C MERCADONA ARROZ DE SECRETO;0,00;;72952;2312-081;11/03/2024;S2G INFORMÁTICA S.L.;;;;
False;GENERAL;MAUX051;ETIQUETA EN C ARROZ NEGRO;0,00;EXPEDICIÓN;72953;2312-082;20/12/2023;S2G INFORMÁTICA S.L.;;;;
False;GENERAL / 2;MAUX051;ETIQUETA EN C ARROZ NEGRO;0,00;EXPEDICIÓN;72953;2312-082;20/12/2023;S2G INFORMÁTICA S.L.;;;;
False;NAVE 5;MAUX051;ETIQUETA EN C ARROZ NEGRO;0,00;EXPEDICIÓN;72953;2312-082;20/12/2023;S2G INFORMÁTICA S.L.;;;;
False;NAVE 5;MAUX047;ETIQUETA EN C ARROZ DE VERDURAS;0,00;EXPEDICIÓN;72958;2312-083;20/12/2023;S2G INFORMÁTICA S.L.;;;;
False;GENERAL;MAUX047;ETIQUETA EN C ARROZ DE VERDURAS;0,00;EXPEDICIÓN;72958;2312-083;20/12/2023;S2G INFORMÁTICA S.L.;;;;
False;NAVE 5;MAUX046;ETIQUETA EN C ARROZ DE SECRETO CON BOLETUS;0,00;EXPEDICIÓN;72957;2312-084;20/12/2023;S2G INFORMÁTICA S.L.;;;;
False;GENERAL;MAUX046;ETIQUETA EN C ARROZ DE SECRETO CON BOLETUS;0,00;EXPEDICIÓN;72957;2312-084;20/12/2023;S2G INFORMÁTICA S.L.;;;;
False;NAVE 5;MAUX049;ETIQUETA EN C FIDEUA MARINERA;0,00;EXPEDICIÓN;72954;2312-085;20/12/2023;S2G INFORMÁTICA S.L.;;;;
False;GENERAL;MAUX049;ETIQUETA EN C FIDEUA MARINERA;0,00;EXPEDICIÓN;72954;2312-085;20/12/2023;S2G INFORMÁTICA S.L.;;;;
False;NAVE 5;MAUX058;ETIQUETA EN C FIDEUA MARINERA ALDI;0,00;EXPEDICIÓN;72959;2312-086;20/12/2023;S2G INFORMÁTICA S.L.;;;;
False;GENERAL;MAUX058;ETIQUETA EN C FIDEUA MARINERA ALDI;0,00;EXPEDICIÓN;72959;2312-086;20/12/2023;S2G INFORMÁTICA S.L.;;;;
False;NAVE 5;MAUX053;ETIQUETA EN C PAELLA VALENCIANA;0,00;EXPEDICIÓN;72955;2312-087;20/12/2023;S2G INFORMÁTICA S.L.;;;;
False;VIRTUAL INCIDENCIAS;MAUX053;ETIQUETA EN C PAELLA VALENCIANA;4.641,00;;72955;2312-087;20/12/2023;S2G INFORMÁTICA S.L.;;;;
False;GENERAL;MAUX053;ETIQUETA EN C PAELLA VALENCIANA;0,00;EXPEDICIÓN;72955;2312-087;20/12/2023;S2G INFORMÁTICA S.L.;;;;
False;GENERAL / 2;MAUX053;ETIQUETA EN C PAELLA VALENCIANA;0,00;EXPEDICIÓN;72955;2312-087;20/12/2023;S2G INFORMÁTICA S.L.;;;;
False;GENERAL;MAUX057;ETIQUETA EN C PAELLA VALENCIANA ALDI;0,00;EXPEDICIÓN;72961;2312-088;20/12/2023;S2G INFORMÁTICA S.L.;;;;
False;NAVE 5;MAUX057;ETIQUETA EN C PAELLA VALENCIANA ALDI;0,00;EXPEDICIÓN;72961;2312-088;20/12/2023;S2G INFORMÁTICA S.L.;;;;
False;GENERAL;MAUX052;ETIQUETA EN C PAELLA MIXTA;0,00;EXPEDICIÓN;72956;2312-089;20/12/2023;S2G INFORMÁTICA S.L.;;;;
False;GENERAL / 2;MAUX052;ETIQUETA EN C PAELLA MIXTA;0,00;EXPEDICIÓN;72956;2312-089;20/12/2023;S2G INFORMÁTICA S.L.;;;;
False;NAVE 5;MAUX052;ETIQUETA EN C PAELLA MIXTA;0,00;EXPEDICIÓN;72956;2312-089;20/12/2023;S2G INFORMÁTICA S.L.;;;;
False;GENERAL;MAT071;COBERTURA DE CHOCOLATE NEGRO;0,00;SECOS;053194;2312-090;20/12/2023;VALRHONA S.A.S;31/07/2025;;;
False;NAVE 5;MAT071;COBERTURA DE CHOCOLATE NEGRO;0,00;SECOS;053194;2312-090;20/12/2023;VALRHONA S.A.S;31/07/2025;;;
False;GENERAL;MAT326;CORDERO LECHAL (CUELLO);0,00;MMPP CONG;ALB-AV2314400;2312-091;20/12/2023;MORALEJO SELECCION SLU;06/06/2025;;;
False;GENERAL;VAR424;ESTUCHE NUEVO SECRETO PX 190x115x45;0,00;EXPEDICIÓN;12303224;2312-092;20/12/2023;GALERIA GRAFICA SL;01/01/2099;;;
False;NAVE 5;VAR424;ESTUCHE NUEVO SECRETO PX 190x115x45;0,00;EXPEDICIÓN;12303224;2312-092;20/12/2023;GALERIA GRAFICA SL;01/01/2099;;;
False;NAVE 5;MAUX029;ESTUCHE CARRILLERA DE CERDO;0,00;EXPEDICIÓN;12303225;2312-093;20/12/2023;GALERIA GRAFICA SL;;;;
False;GENERAL;MAUX029;ESTUCHE CARRILLERA DE CERDO;0,00;EXPEDICIÓN;12303225;2312-093;20/12/2023;GALERIA GRAFICA SL;;;;
False;GENERAL / 2;MAT308;ESTUCHE LA SIRENA TARTAR DE ATÚN;0,00;EXPEDICIÓN;12303334;2312-094;20/12/2023;GALERIA GRAFICA SL;01/01/2099;;;
False;NAVE 5;MAT308;ESTUCHE LA SIRENA TARTAR DE ATÚN;0,00;EXPEDICIÓN;12303334;2312-094;20/12/2023;GALERIA GRAFICA SL;01/01/2099;;;
False;GENERAL;MAT308;ESTUCHE LA SIRENA TARTAR DE ATÚN;0,00;EXPEDICIÓN;12303334;2312-094;20/12/2023;GALERIA GRAFICA SL;01/01/2099;;;
False;NAVE 5;MAT310;ESTUCHE LA SIRENA STEAK TARTAR;0,00;EXPEDICIÓN;12303335;2312-095;30/04/2024;GALERIA GRAFICA SL;01/01/2099;;;
False;GENERAL / 2;MAT310;ESTUCHE LA SIRENA STEAK TARTAR;0,00;EXPEDICIÓN;12303335;2312-095;30/04/2024;GALERIA GRAFICA SL;01/01/2099;;;
False;VIRTUAL INCIDENCIAS;MAT310;ESTUCHE LA SIRENA STEAK TARTAR;0,00;;12303335;2312-095;30/04/2024;GALERIA GRAFICA SL;01/01/2099;;;
False;GENERAL;MAT310;ESTUCHE LA SIRENA STEAK TARTAR;0,00;EXPEDICIÓN;12303335;2312-095;30/04/2024;GALERIA GRAFICA SL;01/01/2099;;;
False;GENERAL;MAT056;PATATA PANADERA;0,00;MMPP REF;98;2312-096;21/12/2023;PATATAS PELADAS GILFA S.L.;28/12/2023;;;
False;NAVE 5;MAT144;ETIQUETA P.P 2T 92*92;0,00;VAR;0133099;2312-097;21/12/2023;S2G INFORMÁTICA S.L.;01/01/2099;;;
False;GENERAL;MAT144;ETIQUETA P.P 2T 92*92;0,00;VAR;0133099;2312-097;21/12/2023;S2G INFORMÁTICA S.L.;01/01/2099;;;
False;GENERAL;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);0,00;EXPEDICIÓN;1074231432;2312-098;21/12/2023;LINDE GAS ESPAÑA SAU;;;;
False;GENERAL;MAT027;VINO TINTO;0,00;SECOS;32978;2312-099;21/12/2023;ANECOOP S.COOP;21/12/2025;;;
False;NAVE 5;MAT027;VINO TINTO;0,00;SECOS;32978;2312-099;21/12/2023;ANECOOP S.COOP;21/12/2025;;;
False;GENERAL;MAT056;PATATA PANADERA;0,00;MMPP REF;98-1;2312-100;22/12/2023;PATATAS PELADAS GILFA S.L.;29/12/2023;;;
False;NAVE 5;MAT313;ALGA NORI;0,00;SECOS;280225;2312-101;27/12/2023;VALLE ALIMENTACION PROFESIONAL SL;28/02/2025;;;
False;GENERAL;MAT313;ALGA NORI;0,00;SECOS;280225;2312-101;27/12/2023;VALLE ALIMENTACION PROFESIONAL SL;28/02/2025;;;
False;GENERAL;MAT241;JUDIA VERDE PLANA TROCEADA;0,00;MMPP CONG;3313;2312-102;27/12/2023;DISTRIBUIDORA LEVANTINA DE ALIMENTACIÓN, S.L.;09/11/2025;;;
False;GENERAL;MAT242;GARROFON CONGELADO;0,00;MMPP CONG;3317;2312-103;27/12/2023;DISTRIBUIDORA LEVANTINA DE ALIMENTACIÓN, S.L.;13/11/2025;;;
False;GENERAL;MAT333;ZANAHORIA BASTONES;0,00;MMPP CONG;3208-1;2312-104;27/12/2023;DISTRIBUIDORA LEVANTINA DE ALIMENTACIÓN, S.L.;27/07/2025;;;
False;NAVE 5;MAUX021;PALET LOGIFRUIT 81;0,00;EXPEDICIÓN;ALB-31101RIB23;2312-105;27/12/2023;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL;MAUX021;PALET LOGIFRUIT 81;0,00;EXPEDICIÓN;ALB-31101RIB23;2312-105;27/12/2023;LOGIFRUIT IBERIA SLU;;;;
False;NAVE 5;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;0,00;EXPEDICIÓN;ALB-31101RIB23;2312-106;27/12/2023;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;0,00;EXPEDICIÓN;ALB-31101RIB23;2312-106;27/12/2023;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL;MAT013;NATA LIQUIDA;0,00;MMPP REF;4035267-1;2312-107;27/12/2023;KAIKU Km0, S.L.;22/02/2024;;;
False;GENERAL;MAT021;HUEVO PASTEURIZADO ARTEOVO;0,00;MMPP REF;234123;2312-108;27/12/2023;CALIDAD PASCUAL SA;25/01/2024;;;
False;GENERAL;MAT290;SECRETO DE CERDO IBERICO  BARRIGA ARROCES;0,00;MMPP CONG;35323;2312-109;27/12/2023;PRODUCTOS IBERICOS CALDERON Y RAMOS SL;18/06/2025;;;
False;NAVE 5;MAT277;VINO PX;0,00;SECOS;3341;2312-110;27/12/2023;BODEGAS DELGADO SL;27/12/2025;;;
False;GENERAL;MAT277;VINO PX;0,00;SECOS;3341;2312-110;27/12/2023;BODEGAS DELGADO SL;27/12/2025;;;
False;GENERAL;MAT073;ALMIDON DE MAIZ (MAIZENA);0,00;SECOS;L290822;2312-111;27/12/2023;BROCAL OBRADOR Y RESTAURACION SL;12/07/2025;;;
False;CARBÓ;MAT373;COCHINILLO DE CERDO EN KG;0,00;MMPP CONG;ALB-FC137222;2312-112;15/03/2024;CRUJIENTE Y DORADO SL;12/11/2025;;;
False;GENERAL;MAT373;COCHINILLO DE CERDO EN KG;0,00;MMPP CONG;ALB-FC137222;2312-112;15/03/2024;CRUJIENTE Y DORADO SL;12/11/2025;;;
False;VIRTUAL INCIDENCIAS;MAT373;COCHINILLO DE CERDO EN KG;0,00;;ALB-FC137222;2312-112;15/03/2024;CRUJIENTE Y DORADO SL;12/11/2025;;;
False;VIRTUAL INCIDENCIAS;MAT326;CORDERO LECHAL (CUELLO);0,00;;ALB-AV2315104;2312-113;31/01/2024;MORALEJO SELECCION SLU;15/05/2025;;;
False;GENERAL;MAT326;CORDERO LECHAL (CUELLO);0,00;MMPP CONG;ALB-AV2315104;2312-113;31/01/2024;MORALEJO SELECCION SLU;15/05/2025;;;
False;GENERAL;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);0,00;EXPEDICIÓN;1074331741;2312-114;28/12/2023;LINDE GAS ESPAÑA SAU;;;;
False;GENERAL;MAT113;CORDERO RECENTAL (CUELLO);0,00;MMPP CONG;ALB-AV23/00186;2312-115;28/12/2023;DADYMA TRADING, S.L.;02/02/2025;;;
False;GENERAL;MAT321;COSTILLA PARA ELABORAR DE VACUM;0,00;;ALB-27;2312-116;29/12/2023;VACUM CARNES DE LUJO SL;29/12/2024;;;
False;GENERAL;MAT307;ESTABILIZADOR S010 DE SALSAS;0,00;SECOS;J1108037;2312-118;29/12/2023;MANUFACTURAS CEYLAN SL;01/11/2025;;;
False;NAVE 5;MAT307;ESTABILIZADOR S010 DE SALSAS;0,00;SECOS;J1108037;2312-118;29/12/2023;MANUFACTURAS CEYLAN SL;01/11/2025;;;
False;NAVE 5;MAT347;TOMILLO EN POLVO;0,00;SECOS;J1227728;2312-119;29/12/2023;MANUFACTURAS CEYLAN SL;01/09/2026;;;
False;GENERAL;MAT347;TOMILLO EN POLVO;0,00;SECOS;J1227728;2312-119;29/12/2023;MANUFACTURAS CEYLAN SL;01/09/2026;;;
False;NAVE 5;MAT372;CALDO PAELLA VALENCIANA.;0,00;SECOS;J1226540;2312-120;29/12/2023;MANUFACTURAS CEYLAN SL;01/12/2025;;;
False;CONSUMO INTERNO I+D;MAT372;CALDO PAELLA VALENCIANA.;0,00;;J1226540;2312-120;29/12/2023;MANUFACTURAS CEYLAN SL;01/12/2025;;;
False;GENERAL;MAT372;CALDO PAELLA VALENCIANA.;0,00;SECOS;J1226540;2312-120;29/12/2023;MANUFACTURAS CEYLAN SL;01/12/2025;;;
False;GENERAL;FCAR002;COCHINILLO DESHUESADO RACION (CAJA 16 uds);0,00;;231219;231219;;;23/06/2021;;;
False;GENERAL;FCAR024;COCHINILLO DESHUESADO PLANCHA (CAJA 3X 2,15 kg);0,00;;231219;231219;;;23/06/2021;;58,00;23/06/2025
False;GENERAL;SEM033;SALSA DE CERDO BOLSAS;0,00;;231219;231219;;;23/12/2020;;;
False;GENERAL;FCAR017;TERRINA DE MELOSO DE VACUNO RACION (CAJA 16 uds);0,00;;231219;231219;;;23/06/2021;;;
False;GENERAL;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);0,00;;231220;231220;;;22/03/2021;;504,00;09/04/2025
False;GENERAL;FCAR008;SECRETO DE CERDO IBERICO RACION (CAJA 12 uds);0,00;;231220;231220;;;23/06/2022;;;
False;GENERAL;FCAR007;SECRETO DE CERDO IBERICO kg (CAJA 4kg);0,00;;231220;231220;;;23/06/2022;;;
False;GENERAL;SEM055;LS SEMIELABORADO 30 RACIONES ARROZ VERDURAS;0,00;;231220;231220;;;23/03/2021;;;
False;GENERAL;SEM053;PREPARADO SAL, AJO, ROMERO Y PIMIENTA;0,00;;231220;231220;;;17/06/2022;;;
False;GENERAL;SEM047;SC SEMIELABORADO DE SECRETO IBERICO CON PX;0,00;;231220;231220;;;23/01/2021;;;
False;GENERAL;SEM076;BARQUETA FIDEUA SIN MGS (1 x 280);0,00;PPAA REF;231221;231221;;;22/01/2022;;;
False;GENERAL;SEM053;PREPARADO SAL, AJO, ROMERO Y PIMIENTA;0,00;SECOS;231221;231221;;;15/06/2023;;;
False;GENERAL;SCRE034;KIT FAJITAS PULLED BBQ CAJA 8 UNIDADES;0,00;PPAA REF;231221;231221;;;20/02/2022;;;
False;GENERAL;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);0,00;PPAA REF;231221;231221;;;24/03/2022;;504,00;09/04/2025
False;GENERAL;SCRE035;KIT FAJITAS TEXMEX CAJA 8 UNIDADES;0,00;PPAA REF;231221;231221;;;19/02/2022;;;
False;GENERAL;FCAR011;CORDERO DESHUESADO PLANCHA (3x2,35kg);0,00;PPAA CONG;231221;231221;;;23/06/2023;;62,00;20/10/2025
False;GENERAL;SEM088;BARQUETA FIDEUA LIDL (1 x 280);0,00;PPAA REF;231221;231221;;;18/01/2022;;;
False;GENERAL;SEM075;BARQUETA ARROZ A BANDA SIN MGS (1 x 280);0,00;MMPP REF;231221;231221;;;22/01/2022;;;
False;GENERAL;SCRE026;LS ARROZ SECRETO IBÉRICO CON BOLETUS (4 X 300 gr);0,00;PPAA REF;231221;231221;;;18/01/2022;;;
False;GENERAL;SCRE045;KIT FAJITAS TEXMEX (1 UNIDAD);0,00;PPAA REF;231222;231222;;;21/02/2023;;;
False;GENERAL;SCRE044;KIT FAJITAS PULLED BBQ (1 UNIDAD);0,00;PPAA REF;231222;231222;;;21/02/2023;;;
False;GENERAL;SCCO012;STEAK TARTAR LA SIRENA (ESTUCHE 110 gr);0,00;PPAA CONG;231223;231223;;;09/07/2025;;;
False;GENERAL;SEM095;SEMIELABORADO RABO ESTOFADO CON SETAS;0,00;MMPP REF;231223;231223;;;22/01/2024;;;
False;GENERAL;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);0,00;PPAA REF;231224;231224;;;01/03/2025;;72,00;09/04/2025
False;GENERAL;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);0,00;PPAA REF;231224;231224;;;23/03/2025;;504,00;09/04/2025
False;GENERAL;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);0,00;PPAA REF;231224;231224;;;21/02/2025;;;
False;GENERAL;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);0,00;PPAA REF;231224;231224;;;01/03/2025;;432,00;09/04/2025
False;GENERAL;SEM096;SEMIELABORADO CARRILLERA DE CERDO AL OPORTO;0,00;PPAA REF;231224;231224;;;22/01/2025;;;
False;GENERAL;MAT166;QUESO CREMETTE;0,00;MMPP REF;1123296010;2401-001;02/01/2024;FORMATGES DE VALENCIA S.A.;25/02/2024;;;
False;GENERAL;MAT178;PICAÑA DE VACUNO;0,00;MMPP REF;ALB-01/0001445;2401-002;02/01/2024;ROCA 1927 SLU;26/01/2024;;;
False;GENERAL;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;0,00;EXPEDICIÓN;P1810569;2401-003;02/01/2024;LOGIFRUIT IBERIA SLU;;;;
False;NAVE 5;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;0,00;;P1810569;2401-003;02/01/2024;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL;MAUX021;PALET LOGIFRUIT 81;0,00;EXPEDICIÓN;-P1810569;2401-004;02/01/2024;LOGIFRUIT IBERIA SLU;;;;
False;NAVE 5;MAUX021;PALET LOGIFRUIT 81;0,00;;-P1810569;2401-004;02/01/2024;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL / 2;MAT278;ARROZ REDONDO CAT. EXTRA 25Kg;0,00;SECOS;181223-1;2401-005;03/01/2024;MAICERIAS ESPAÑOLAS SA (DACSA);18/12/2024;;;
False;GENERAL;MAT278;ARROZ REDONDO CAT. EXTRA 25Kg;0,00;SECOS;181223-1;2401-005;03/01/2024;MAICERIAS ESPAÑOLAS SA (DACSA);18/12/2024;;;
False;GENERAL / 2;MAT344;ARROZ VAPORIZADO S.25 KG;0,00;SECOS;020124;2401-006;03/01/2024;MAICERIAS ESPAÑOLAS SA (DACSA);02/01/2026;;;
False;GENERAL;MAT344;ARROZ VAPORIZADO S.25 KG;0,00;SECOS;020124;2401-006;03/01/2024;MAICERIAS ESPAÑOLAS SA (DACSA);02/01/2026;;;
False;NAVE 5;MAT137;COBERTURA DE CHOCOLATE BLANCO W2NV-01B GOTAS 10K;0,00;SECOS;232331001;2401-007;03/01/2024;BARRY CALLEBAUT BELGIUM NV;21/08/2024;;;
False;GENERAL;MAT137;COBERTURA DE CHOCOLATE BLANCO W2NV-01B GOTAS 10K;0,00;SECOS;232331001;2401-007;03/01/2024;BARRY CALLEBAUT BELGIUM NV;21/08/2024;;;
False;GENERAL;MAT290;SECRETO DE CERDO IBERICO  BARRIGA ARROCES;0,00;MMPP CONG;356;2401-008;03/01/2024;PRODUCTOS IBERICOS CALDERON Y RAMOS SL;21/06/2025;;;
False;NAVE 5;MAT229;TECNOMIC CL20;0,00;SECOS;147450-3;2401-009;03/01/2024;MANUFACTURAS TABERNER SA;30/03/2024;;;
False;GENERAL;MAT229;TECNOMIC CL20;0,00;SECOS;147450-3;2401-009;03/01/2024;MANUFACTURAS TABERNER SA;30/03/2024;;;
False;GENERAL;MAT320;ROUX OSCURO;0,00;SECOS;153062-1;2401-010;03/01/2024;MANUFACTURAS TABERNER SA;30/04/2025;;;
False;NAVE 5;MAT320;ROUX OSCURO;0,00;SECOS;153062-1;2401-010;03/01/2024;MANUFACTURAS TABERNER SA;30/04/2025;;;
False;NAVE 5;MAT319;AROMA GOLD;0,00;SECOS;ALB-AD2400040;2401-011;03/01/2024;MANUFACTURAS TABERNER SA;30/05/2024;;;
False;GENERAL;MAT319;AROMA GOLD;0,00;SECOS;ALB-AD2400040;2401-011;03/01/2024;MANUFACTURAS TABERNER SA;30/05/2024;;;
False;NAVE 5;MAT104;PAPEL SULFURIZADO;0,00;SECOS;1052662111;2401-012;03/01/2024;BROCAL OBRADOR Y RESTAURACION SL;01/01/2099;;;
False;GENERAL;MAT104;PAPEL SULFURIZADO;0,00;SECOS;1052662111;2401-012;03/01/2024;BROCAL OBRADOR Y RESTAURACION SL;01/01/2099;;;
False;CARBÓ;MAT113;CORDERO RECENTAL (CUELLO);0,00;MMPP CONG;ALB-AV24/00001;2401-013;03/01/2024;DADYMA TRADING, S.L.;01/10/2025;;;
False;GENERAL;MAT113;CORDERO RECENTAL (CUELLO);0,00;MMPP CONG;ALB-AV24/00001;2401-013;03/01/2024;DADYMA TRADING, S.L.;01/10/2025;;;
False;GENERAL;MAT132;ATUN LOMO;0,00;MMPP CONG;ALB-ALV24-00048;2401-014;04/01/2024;ECHEBASTAR FLEET, S.L.U.;06/01/2026;;;
False;GENERAL;MAT326;CORDERO LECHAL (CUELLO);0,00;MMPP CONG;23360;2401-015;04/01/2024;MORALEJO SELECCION SLU;18/06/2025;;;
False;GENERAL;MAT379;PAN BRIOCHE;0,00;MMPP REF;01423346;2401-016;04/01/2024;NORAC FOODS SPAIN, SLU;10/02/2024;;;
False;GENERAL;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);0,00;EXPEDICIÓN;1070040942;2401-017;04/01/2024;LINDE GAS ESPAÑA SAU;;;;
False;NAVE 5;MAUX042;ETIQUETA EN C MERCADONA ARROZ DE SECRETO;0,00;EXPEDICIÓN;0132533;2401-018;04/01/2024;S2G INFORMÁTICA S.L.;;;;
False;GENERAL;MAUX042;ETIQUETA EN C MERCADONA ARROZ DE SECRETO;0,00;EXPEDICIÓN;0132533;2401-018;04/01/2024;S2G INFORMÁTICA S.L.;;;;
False;VIRTUAL INCIDENCIAS;MAUX042;ETIQUETA EN C MERCADONA ARROZ DE SECRETO;0,00;EXPEDICIÓN;0132533;2401-018;04/01/2024;S2G INFORMÁTICA S.L.;;;;
False;CARBÓ;MAT339;MIX DE SETAS CULTIVADAS;0,00;MMPP CONG;ALB-80312288;2401-019;04/01/2024;CONGELADOS DE NAVARRA SAU;15/12/2025;;;
False;GENERAL;MAT339;MIX DE SETAS CULTIVADAS;0,00;MMPP CONG;ALB-80312288;2401-019;04/01/2024;CONGELADOS DE NAVARRA SAU;15/12/2025;;;
False;GENERAL;MAT296;AJO TIERNO CONGELADO;0,00;MMPP CONG;ALB-80312288;2401-020;04/01/2024;CONGELADOS DE NAVARRA SAU;03/11/2025;;;
False;CARBÓ;MAT296;AJO TIERNO CONGELADO;0,00;MMPP CONG;ALB-80312288;2401-020;04/01/2024;CONGELADOS DE NAVARRA SAU;03/11/2025;;;
False;GENERAL;MAT020;LECHE ENTERA DE VACA;0,00;MMPP REF;935623;2401-021;04/01/2024;CALIDAD PASCUAL SA;26/04/2024;;;
False;GENERAL;MAUX025;CAJA EUROPOOL 24603;0,00;EXPEDICIÓN;ALB-215907561;2401-022;08/01/2024;EURO POOL SYSTEM ESPAÑA SL;08/01/2099;;;
False;NAVE 5;MAUX025;CAJA EUROPOOL 24603;0,00;EXPEDICIÓN;ALB-215907561;2401-022;08/01/2024;EURO POOL SYSTEM ESPAÑA SL;08/01/2099;;;
False;GENERAL;MAT149;CARRILLERA CERDO INTERNA;0,00;MMPP CONG;3513;2401-023;08/01/2024;FRISELVA, S.A.;19/12/2025;;;
False;NAVE 5;VAR119;ENVASE FLOR 6 HUECO (GRATENES Y POSTRES);0,00;SECOS;ALB-13522;2401-024;08/01/2024;NATURAL PACK FOODS SL;08/01/2026;;;
False;GENERAL;VAR119;ENVASE FLOR 6 HUECO (GRATENES Y POSTRES);0,00;SECOS;ALB-13522;2401-024;08/01/2024;NATURAL PACK FOODS SL;08/01/2026;;;
False;GENERAL;MAT056;PATATA PANADERA;0,00;MMPP REF;1;2401-025;09/01/2024;PATATAS PELADAS GILFA S.L.;16/01/2024;;;
False;GENERAL;MAT290;SECRETO DE CERDO IBERICO  BARRIGA ARROCES;0,00;MMPP CONG;363;2401-026;09/01/2024;PRODUCTOS IBERICOS CALDERON Y RAMOS SL;28/06/2025;;;
False;GENERAL;MAT042;CARRILLERA DE VACUNO INTERNA;0,00;MMPP CONG;6242;2401-027;09/01/2024;ROCA SELECTES FOODS, SL;31/07/2025;;;
False;CARBÓ;MAT042;CARRILLERA DE VACUNO INTERNA;0,00;;6242;2401-027;09/01/2024;ROCA SELECTES FOODS, SL;31/07/2025;;;
False;GENERAL;MAT013;NATA LIQUIDA;0,00;MMPP REF;4035261;2401-028;09/01/2024;KAIKU Km0, S.L.;22/02/2024;;;
False;GENERAL;MAUX021;PALET LOGIFRUIT 81;0,00;EXPEDICIÓN;ALB-587RIB24;2401-029;09/01/2024;LOGIFRUIT IBERIA SLU;;;;
